term,offset,offset_hex,context_ascii,context_hex
FREEROAM,17726,0x453E,"S..RGwc.Qo.Generic_Dbuffer128_2.o.%s<nl>%s.o.mp_FreeRoamDefense_owner.,.^.R..RE.,.^.,..b.So.Generic_Dbuf",53 00 83 52 47 77 63 00 51 6F 15 47 65 6E 65 72 69 63 5F 44 62 75 66 66 65 72 31 32 38 5F 32 00 6F 09 25 73 3C 6E 6C 3E 25 73 00 6F 19 6D 70 5F 46 72 65 65 52 6F 61 6D 44 65 66 65 6E 73 65 5F 6F 77 6E 65 72 00 2C 03 5E 8D 52 19 1C 52 45 D3 2C 03 5E 8B 2C 0A 90 62 00 53 6F 15 47 65 6E 65 72 69 63 5F 44 62 75 66
FREEROAM,17812,0x4594,".b.So.Generic_Dbuffer128_2.o.%s<nl><fs6>%s.o.mp_FreeRoamDefense_owner.,.^.R..RE.,.^.,..o.Generic_Dbuffer",90 62 00 53 6F 15 47 65 6E 65 72 69 63 5F 44 62 75 66 66 65 72 31 32 38 5F 32 00 6F 0E 25 73 3C 6E 6C 3E 3C 66 73 36 3E 25 73 00 6F 19 6D 70 5F 46 72 65 65 52 6F 61 6D 44 65 66 65 6E 73 65 5F 6F 77 6E 65 72 00 2C 03 5E 8D 52 19 1C 52 45 D3 2C 03 5E 8B 2C 0A 90 6F 15 47 65 6E 65 72 69 63 5F 44 62 75 66 66 65 72
FREEROAM,19064,0x4A78,"=.4.>$%Id..o.mp_HelpBarker_tis..b.""8.RN.c..o.mp_FreeRoamDefense_tis..8.j.3.=.4.>$R..&..7.vo._title.7.t@8",3D C4 34 0A 3E 24 25 49 64 00 18 6F 12 6D 70 5F 48 65 6C 70 42 61 72 6B 65 72 5F 74 69 73 00 83 62 00 22 38 01 52 4E 0E 63 00 1A 6F 17 6D 70 5F 46 72 65 65 52 6F 61 6D 44 65 66 65 6E 73 65 5F 74 69 73 00 83 38 01 6A 01 33 19 3D C4 34 0A 3E 24 52 1C 82 26 08 10 37 14 76 6F 07 5F 74 69 74 6C 65 00 37 14 74 40 38
FREEROAM,27218,0x6A52,"r@7.,..+7.,..+7.7.,..c......-....:E=.RjKz-....o.FREEROAM.8.r..8.?..8.?..8.? .8.?$~-.....9.8.%.h...8.L..6",72 40 37 04 2C 03 D4 2B 37 14 2C 03 D4 2B 37 04 37 14 2C 05 CF 63 00 02 8C 83 8B 83 2D 00 00 02 00 3A 45 3D 04 52 6A 4B 7A 2D 01 00 03 00 6F 09 46 52 45 45 52 4F 41 4D 00 38 00 72 10 8A 38 00 3F 10 8A 38 00 3F 1C 8B 38 00 3F 20 8B 38 00 3F 24 7E 2D 00 00 03 00 8B 39 02 38 02 25 10 68 00 1B 8A 38 02 4C 01 AB 36
PR_Multiplayer,55,0x37,"..<..<D.:E?,.9..9..9..9.%.,..)Dz...9..9.q/:E?Xo.PR_MULTIPLAYER_NET_EVENTS.Rj.:ED..RjtL..%A,..Rj>Ri.+.o.GAME IN",0A 8B 3C 0C 8B 3C 44 8B 3A 45 3F 2C 8A 39 04 8B 39 05 8B 39 0E 8B 39 0F 25 FA 2C 03 00 29 44 7A 00 00 11 39 14 94 39 15 71 2F 3A 45 3F 58 6F 1A 50 52 5F 4D 55 4C 54 49 50 4C 41 59 45 52 5F 4E 45 54 5F 45 56 45 4E 54 53 00 52 6A 9F 3A 45 44 04 E0 52 6A 74 4C 01 AB 25 41 2C 04 01 52 6A 3E 52 69 1B 2B 8C 6F 0C 47 41 4D 45 20 49 4E
PR_Multiplayer,2525,0x9DD,"Xb.#k.8Y.e..k.8YR..c..k.8Y9..9.b...l.8Y8..d...o.PR_MULTIPLAYER.o.Invite to FreeMode Received.....,..%.Rh.c.J.o",58 62 00 23 6B 01 38 59 8A 65 00 1B 6B 01 38 59 52 1D BE 63 00 0C 6B 01 38 59 39 03 8B 39 04 62 00 00 8A 6C 01 38 59 38 0E 8C 64 00 94 8C 6F 0F 50 52 5F 4D 55 4C 54 49 50 4C 41 59 45 52 00 6F 1C 49 6E 76 69 74 65 20 74 6F 20 46 72 65 65 4D 6F 64 65 20 52 65 63 65 69 76 65 64 00 8B 8B 8B 8B 2C 0E 02 25 10 52 68 C4 63 00 4A 8C 6F
PR_Multiplayer,2588,0xA1C,"o.Invite to FreeMode Received.....,..%.Rh.c.J.o.PR_MULTIPLAYER.o(---------------Requesting Lobby Disable.....,",6F 1C 49 6E 76 69 74 65 20 74 6F 20 46 72 65 65 4D 6F 64 65 20 52 65 63 65 69 76 65 64 00 8B 8B 8B 8B 2C 0E 02 25 10 52 68 C4 63 00 4A 8C 6F 0F 50 52 5F 4D 55 4C 54 49 50 4C 41 59 45 52 00 6F 28 2D 2D 2D 2D 2D 2D 2D 2D 2D 2D 2D 2D 2D 2D 2D 52 65 71 75 65 73 74 69 6E 67 20 4C 6F 62 62 79 20 44 69 73 61 62 6C 65 00 8B 8B 8B 8B 2C
HUDScene,1116,0x45C,"E?Lb.""o.MP_BarkerPosseLeave.,...c...:E?L8..e.^o.HudSceneOnline.,..o.HudMPNoFun.,....c.57.R1.c..7.8.,..R0",45 3F 4C 62 00 22 6F 14 4D 50 5F 42 61 72 6B 65 72 50 6F 73 73 65 4C 65 61 76 65 00 2C 03 11 06 63 00 05 8A 3A 45 3F 4C 38 19 8B 65 00 5E 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 12 6F 0B 48 75 64 4D 50 4E 6F 46 75 6E 00 2C 03 11 06 1F 63 00 35 37 1A 52 31 9D 63 00 1A 37 1A 38 1D 2C 03 00 52 30
HUDScene,5722,0x165A,"-....:EC..,...c..8.A.8.......,.;:ED...:ED..b..o.HudSceneOnline.,..c...,.<9.8....,.=c.G,.79.:EC....c..8.:",2D 01 00 06 00 3A 45 43 04 E8 2C 03 1E 06 63 00 1D 38 00 41 FF 38 8F 8B 8B 8B 8B 8A 8B 2C 13 3B 3A 45 44 04 E8 93 3A 45 44 04 E4 62 00 A3 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 12 63 00 86 8B 2C 03 3C 39 03 38 03 8F 8C 8B 2C 09 3D 63 00 47 2C 01 37 39 04 3A 45 43 04 E4 94 19 63 00 07 38 04 3A
HUDScene,9386,0x24AA,"elope.,.`o.net_hud.o.Mail.value..,.a+b...:ED..o.HudSceneOnline.,...c..8..:EC..,..c..:EC..,.cc..R..:E>TA.",65 6C 6F 70 65 00 2C 02 60 6F 08 6E 65 74 5F 68 75 64 00 6F 0B 4D 61 69 6C 2E 76 61 6C 75 65 00 8B 2C 07 61 2B 62 00 06 94 3A 45 44 05 84 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 12 06 63 00 03 38 04 7F 3A 45 43 04 EC 2C 03 1E 63 01 13 3A 45 43 04 EC 2C 03 63 63 00 ED 52 1B E7 3A 45 3E 54 41 02
SESSION,200,0xC8,".o.net.readyForInvite.,...,...9.A..9.o.netRandomSessioning.Rh.c.$o.netRandomSessioning.Rh.9.8..i...9.,.",02 6F 13 6E 65 74 2E 72 65 61 64 79 46 6F 72 49 6E 76 69 74 65 00 2C 02 03 8B 2C 02 04 8B 39 19 41 03 E8 39 1D 6F 14 6E 65 74 52 61 6E 64 6F 6D 53 65 73 73 69 6F 6E 69 6E 67 00 52 68 FC 63 00 24 6F 14 6E 65 74 52 61 6E 64 6F 6D 53 65 73 73 69 6F 6E 69 6E 67 00 52 68 D9 39 19 38 19 8D 69 00 03 8E 39 19 2C 01
SESSION,228,0xE4,"..9.A..9.o.netRandomSessioning.Rh.c.$o.netRandomSessioning.Rh.9.8..i...9.,...c.T:E>,.f..Rh..Rh..c..%.:E",04 8B 39 19 41 03 E8 39 1D 6F 14 6E 65 74 52 61 6E 64 6F 6D 53 65 73 73 69 6F 6E 69 6E 67 00 52 68 FC 63 00 24 6F 14 6E 65 74 52 61 6E 64 6F 6D 53 65 73 73 69 6F 6E 69 6E 67 00 52 68 D9 39 19 38 19 8D 69 00 03 8E 39 19 2C 01 05 06 63 0C 54 3A 45 3E 2C 8C 66 00 03 52 68 D3 8C 52 68 C4 06 63 00 06 25 0B 3A 45
SESSION,1559,0x617,"..9.R.Jb..8...R.?R.4 .c..R.*b..R..c...o.Private Session.o.Received update from Host.....,..j.2.=p> c..j",09 8C 39 0E 52 1E 4A 62 00 12 38 0E 8C 08 52 1E 3F 52 1E 34 20 1F 63 00 03 52 1E 2A 62 01 A6 52 1D F9 63 01 A0 8C 6F 10 50 72 69 76 61 74 65 20 53 65 73 73 69 6F 6E 00 6F 1A 52 65 63 65 69 76 65 64 20 75 70 64 61 74 65 20 66 72 6F 6D 20 48 6F 73 74 00 8B 8B 8B 8B 2C 0E 02 6A 01 32 F2 3D 70 3E 20 63 00 C4 6A
SESSION,1647,0x66F,",..j.2.=p> c..j.2.=p>.R..c.@%.Rh..c.4.o.Private Session.o.Need to launch lobby.....,...9.b.s.o.Private ",2C 0E 02 6A 01 32 F2 3D 70 3E 20 63 00 C4 6A 01 32 F2 3D 70 3E 10 52 1D BE 63 00 40 25 10 52 68 C4 06 63 00 34 8C 6F 10 50 72 69 76 61 74 65 20 53 65 73 73 69 6F 6E 00 6F 15 4E 65 65 64 20 74 6F 20 6C 61 75 6E 63 68 20 6C 6F 62 62 79 00 8B 8B 8B 8B 2C 0E 02 8C 39 0F 62 00 73 8C 6F 10 50 72 69 76 61 74 65 20
SESSION,1702,0x6A6,".o.Need to launch lobby.....,...9.b.s.o.Private Session.o6Can't follow private host into playlist we do",00 6F 15 4E 65 65 64 20 74 6F 20 6C 61 75 6E 63 68 20 6C 6F 62 62 79 00 8B 8B 8B 8B 2C 0E 02 8C 39 0F 62 00 73 8C 6F 10 50 72 69 76 61 74 65 20 53 65 73 73 69 6F 6E 00 6F 36 43 61 6E 27 74 20 66 6F 6C 6C 6F 77 20 70 72 69 76 61 74 65 20 68 6F 73 74 20 69 6E 74 6F 20 70 6C 61 79 6C 69 73 74 20 77 65 20 64 6F
SESSION,1828,0x724,"nviteFailed_NoPlaylist.,..b..%.Rh.c.3.o.Private Session.o.Need to leave lobby.....,...9.j.2.=p>.R..d..R",6E 76 69 74 65 46 61 69 6C 65 64 5F 4E 6F 50 6C 61 79 6C 69 73 74 00 2C 02 03 62 00 8B 25 10 52 68 C4 63 00 33 8C 6F 10 50 72 69 76 61 74 65 20 53 65 73 73 69 6F 6E 00 6F 14 4E 65 65 64 20 74 6F 20 6C 65 61 76 65 20 6C 6F 62 62 79 00 8B 8B 8B 8B 2C 0E 02 8C 39 05 6A 01 32 F2 3D 70 3E 10 52 1D B6 64 00 12 52
SESSION,22014,0x55FE,"ING..o.PRIVATE HOST..o.PRIVATE CLIENT..o.OUT OF SESSION..o.SUPPRESSED..o.UNKNOWN..-....8.7.7.=.7.=.,...",49 4E 47 00 7F 6F 0D 50 52 49 56 41 54 45 20 48 4F 53 54 00 7F 6F 0F 50 52 49 56 41 54 45 20 43 4C 49 45 4E 54 00 7F 6F 0F 4F 55 54 20 4F 46 20 53 45 53 53 49 4F 4E 00 7F 6F 0B 53 55 50 50 52 45 53 53 45 44 00 7F 6F 08 55 4E 4B 4E 4F 57 4E 00 7F 2D 01 00 06 00 38 00 37 03 37 03 3D 04 37 03 3D 08 2C 09 87 06
SESSION,25966,0x656E,".t@7.,.S.j.5.2.%.j.,i=@v,...c.)R^.c.!o.net_pl_unsession.,.^%.,..+.,..+..R^.Re...-....8.(....R.b c..j.,i",03 74 40 37 03 2C 02 53 8F 6A 01 35 F5 32 8F 25 10 6A 01 2C 69 3D 40 76 2C 01 06 06 63 00 29 52 5E F3 63 00 21 6F 11 6E 65 74 5F 70 6C 5F 75 6E 73 65 73 73 69 6F 6E 00 2C 03 5E 25 19 2C 05 C2 2B 8C 2C 03 BD 2B 8B 7F 52 5E F3 52 65 8E 8C 7F 2D 01 00 03 00 38 00 28 04 00 00 00 52 15 62 20 63 00 07 6A 01 2C 69
