offset,offset_hex,length,text,population_term
8743,0x2227,4,R v7,
9178,0x23DA,4,^4(=,
9220,0x2404,4,}R$<,
9290,0x244A,4,miss,
9304,0x2458,4,ziss,
9321,0x2469,6,_short,
9443,0x24E3,12,wolf_wolf_01,
9476,0x2504,12,wolf_wolf_02,
9509,0x2525,12,wolf_wolf_03,
9542,0x2546,12,wolf_wolf_04,
9575,0x2567,12,wolf_wolf_05,
9608,0x2588,12,wolf_wolf_06,
9641,0x25A9,12,wolf_wolf_07,
9674,0x25CA,12,wolf_wolf_08,
9707,0x25EB,12,wolf_wolf_09,
9740,0x260C,12,wolf_wolf_10,
9773,0x262D,12,wolf_wolf_11,
9806,0x264E,12,wolf_wolf_12,
9839,0x266F,12,wolf_wolf_13,
9872,0x2690,12,wolf_wolf_14,
9905,0x26B1,12,wolf_wolf_15,
9938,0x26D2,12,wolf_wolf_16,
9971,0x26F3,12,wolf_wolf_17,
10015,0x271F,4,2:~8,
10035,0x2733,4,R'9.,
10058,0x274A,4,R'\8,
10173,0x27BD,4,R)?@,
10487,0x28F7,13,named_wolf_01,
10633,0x2989,4,R*9:,
10707,0x29D3,5,%j:c?,
