source_kind,path,relative_path,scan_reason,scan_mode,size,suffix,hit_count,sha1,crc32
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_net_profileeditor_titles_xp.sc.xml.decoded.xml,root_content_ui_net_profileeditor_titles_xp.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,3602,.xml,0,A4C7D6B40A8ECD7F8699682BBBFD91F33BDD55EB,E593A670
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_journal.sc.xml.decoded.xml,root_content_ui_pausemenu_journal.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,41795,.xml,0,6AB6D80A5FD9555A9568A609F19146373A1A0162,A367A41C
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_lobby_currentgamers.sc.xml.decoded.xml,root_content_ui_pausemenu_lobby_currentgamers.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,4437,.xml,1,98F1ADBF7089B163A81503B2CDC98DAE654825C9,FAEA0AC0
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_lobby_friends.sc.xml.decoded.xml,root_content_ui_pausemenu_lobby_friends.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,4680,.xml,0,2C6E6B0B896448FC5A7D9557E14E6B1D3C38FA8E,12E56075
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_lobby_main.sc.xml.decoded.xml,root_content_ui_pausemenu_lobby_main.sc.xml.decoded.xml,priority decoded UI route,decoded_text,15426,.xml,25,C16FC93D68B5BEBEEB06A02558BCE716CCE94A63,BE051393
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_lobby_netplayercontextmenu.sc.xml.decoded.xml,root_content_ui_pausemenu_lobby_netplayercontextmenu.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,890,.xml,0,7433CDDB7C6EFDF463ED8977E1C723331B323F4A,9CFA03FD
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_lobby_recentgamers.sc.xml.decoded.xml,root_content_ui_pausemenu_lobby_recentgamers.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,2091,.xml,0,917BCCB4B531D22C20AD549173A6C2FCBC142BE6,F351E8FE
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_lanmenu.sc.xml.decoded.xml,root_content_ui_pausemenu_net_lanmenu.sc.xml.decoded.xml,priority decoded UI route,decoded_text,1290,.xml,8,E8A6AC52DAFDD7D932ACBC37A1C22D4B0D607541,2D579455
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_offlinemenu.sc.xml.decoded.xml,root_content_ui_pausemenu_net_offlinemenu.sc.xml.decoded.xml,priority decoded UI route,decoded_text,4262,.xml,5,B679E3B71892C190EDDBE5578D69F6ABCD1E8684,A62D3741
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_plaympconf.sc.xml.decoded.xml,root_content_ui_pausemenu_net_plaympconf.sc.xml.decoded.xml,priority decoded UI route,decoded_text,2331,.xml,11,AE4F22DBE2A60F7A18CBB15B0B13B9FB9E2ABC33,5D561AA3
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_privatemenu.sc.xml.decoded.xml,root_content_ui_pausemenu_net_privatemenu.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,1380,.xml,1,5D70355E91BD738D505B905CDCEE8EF125E9692F,1187D0CF
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_profile.sc.xml.decoded.xml,root_content_ui_pausemenu_net_profile.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,3632,.xml,0,96BF775EFB891F3CAC0FA795EF6DF8F3A0FFF6CE,B2250FAA
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_publicmenu.sc.xml.decoded.xml,root_content_ui_pausemenu_net_publicmenu.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,1382,.xml,1,C9F6A61370B9E91275A13E1E996E6449D6B58F8E,F4CD2BF1
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_net_titles.sc.xml.decoded.xml,root_content_ui_pausemenu_net_titles.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,26013,.xml,0,D81AD493F97EE9EC9969ADB13A2A75C2F8EF6AD0,64D90F25
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_netstats_boards.sc.xml.decoded.xml,root_content_ui_pausemenu_netstats_boards.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,9563,.xml,0,D01C757EBDFEE6346CE5452778EB5ADD7124D5C9,322A0E96
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_netstats_errormsg.sc.xml.decoded.xml,root_content_ui_pausemenu_netstats_errormsg.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,1101,.xml,0,06B9B1F232B1988B1AF3B13F56B6004FB2C8F75C,05A6F89A
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_netstats_errormsgrecovery.sc.xml.decoded.xml,root_content_ui_pausemenu_netstats_errormsgrecovery.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,797,.xml,5,AECD827E8CD4B46159C761AF1F53B89421F35263,2D9CAF38
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_netstats_main.sc.xml.decoded.xml,root_content_ui_pausemenu_netstats_main.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,11867,.xml,14,E04DEC147795F7C889C0E79DBE5D32EDA790CA35,727F978F
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_netstats_prompts.sc.xml.decoded.xml,root_content_ui_pausemenu_netstats_prompts.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,3291,.xml,0,74A1328CB7B8AB6C4D71BE73521A85EFF9EE7B2C,933D693D
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_networking.sc.xml.decoded.xml,root_content_ui_pausemenu_networking.sc.xml.decoded.xml,priority decoded UI route,decoded_text,15914,.xml,41,9F89D9F1F1AE48B605675C7DB0A3DA4754619F63,6263DD6E
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_options.sc.xml.decoded.xml,root_content_ui_pausemenu_options.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,67413,.xml,1,C351F0EC5DCA095BB88E01A77155F1EE6DA99719,B09B4B69
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_pausemenuscene.sc.xml.decoded.xml,root_content_ui_pausemenu_pausemenuscene.sc.xml.decoded.xml,priority decoded UI route,decoded_text,16833,.xml,1,FF4A279F72C7E76493E63E4238CBA7140A88BF9D,C5F540FE
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_savegame.sc.xml.decoded.xml,root_content_ui_pausemenu_savegame.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,15170,.xml,0,A4937EDA7B076AFDD28923FA4E048DDE851DDCDB,F9478C07
decoded_ui_scxml,D:\Games\Red Dead Redemption\Code_RED\logs\content_mp_scxml_zstd_probe\decoded\root_content_ui_pausemenu_stats.sc.xml.decoded.xml,root_content_ui_pausemenu_stats.sc.xml.decoded.xml,decoded UI route corpus,decoded_text,18951,.xml,0,1448C8E182EFECDFF3AA0B2E2CC8DD73707FF355,BEBACD7F
pass1_update_decode_report,D:\Games\Red Dead Redemption\Code_RED\logs\mp_content_restore_pass1\update_script_decode_status.csv,update_script_decode_status.csv,Pass 1 update-thread decode evidence,decoded_text,1272,.csv,0,177B66BFA796EA7ED3AB6951F67323C69FD2A68B,DAF32A5C
pass1_update_decode_report,D:\Games\Red Dead Redemption\Code_RED\logs\mp_content_restore_pass1\update_script_reference_hits.csv,update_script_reference_hits.csv,Pass 1 update-thread decode evidence,decoded_text,167,.csv,0,38F728FC14B2D863C738CCF87B2CC2B7C4290264,B87A2F42
pass1_update_decode_report,D:\Games\Red Dead Redemption\Code_RED\logs\mp_content_restore_pass1\update_script_reference_report.md,update_script_reference_report.md,Pass 1 update-thread decode evidence,decoded_text,2718,.md,2,534E8035E385F75FCA67273AD1C82F7ABA83E1EA,27CADE99
pass1_update_decode_report,D:\Games\Red Dead Redemption\Code_RED\logs\mp_content_restore_pass1\update_script_reference_strings.csv,update_script_reference_strings.csv,Pass 1 update-thread decode evidence,decoded_text,15127,.csv,0,74C44EEF772BC44D687808B6B457FF6CE9B3B443,7F784951
pc_boot_or_menu,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\ui\boot.sc.xml,ui/boot.sc.xml,current PC boot/menu text resource,decoded_text,36553,.xml,42,F484E3557CA006F88F55F4BB8AC68E31646964CF,2E1D3245
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\dlc\zombiepack\system\long_update_thread_z.sco,release64/dlc/zombiepack/system/long_update_thread_z.sco,current PC update-thread resource,ascii_strings,79431,.sco,0,34E5028A10DBFD516945556FF531F8318C8FEC6E,3C5F3A56
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\dlc\zombiepack\system\long_update_thread_z.wsc,release64/dlc/zombiepack/system/long_update_thread_z.wsc,current PC update-thread resource,ascii_strings,72567,.wsc,0,EC7C6144105A06C50CEE487CD9CBA5036C0323B9,4796681C
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\dlc\zombiepack\system\medium_update_thread_z.sco,release64/dlc/zombiepack/system/medium_update_thread_z.sco,current PC update-thread resource,ascii_strings,27680,.sco,0,54307B4E74D85BA2815FF00A9E5C1FA2453A32AF,2319D08B
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\dlc\zombiepack\system\medium_update_thread_z.wsc,release64/dlc/zombiepack/system/medium_update_thread_z.wsc,current PC update-thread resource,ascii_strings,25504,.wsc,0,18287EF50D3C7A9A2A9144F63E9F3F3630C50768,6AD6F583
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\dlc\zombiepack\system\short_update_thread_z.sco,release64/dlc/zombiepack/system/short_update_thread_z.sco,current PC update-thread resource,ascii_strings,48473,.sco,0,4F5C2C848D3C797E25B58AB8CF76082FFBEAAAB8,B63758BF
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\dlc\zombiepack\system\short_update_thread_z.wsc,release64/dlc/zombiepack/system/short_update_thread_z.wsc,current PC update-thread resource,ascii_strings,44140,.wsc,0,08EB081AC20126A76426F7BD0E78157345FBEAE6,330E3DCA
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\scripting\designerdefined\long_update_thread.wsc,release64/scripting/designerdefined/long_update_thread.wsc,current PC update-thread resource,ascii_strings,84419,.wsc,0,137B86A624FD811D79C7EA18D3BB20A404658CDE,265EAABD
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\scripting\designerdefined\medium_update_thread.wsc,release64/scripting/designerdefined/medium_update_thread.wsc,current PC update-thread resource,ascii_strings,43263,.wsc,0,8662B1E06B96715C9341BAD873F19324D786BD98,97C0E6CA
pc_update_script,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\scripting\designerdefined\short_update_thread.wsc,release64/scripting/designerdefined/short_update_thread.wsc,current PC update-thread resource,ascii_strings,37950,.wsc,0,4C424B4A2CD926DBEF05E6C8830B3D0125BA65F1,F806A853
