# Code RED source/decompiled export
# Source: data/codered/faction_wars_actionable_targets.csv
# SHA1: f9589931db8580f41f04991eaa17756ee6bc5941

actionable_score,score,category,path,source_kind,regions,groups,high_value_terms,size
112,37,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__script_hook_dualgun_attachment_plan.json.decompiled_source.txt,manifest/text,,scripting:5|spawning:2|war_behavior:1|weapons_pressure:29,,5717
111,61,world host / gringo,research/CodeRED_RESEARCH_MANIFEST.csv,repo/text,,factions:6|scripting:5|spawning:10|world_hosts:32,refgroup,8741
111,61,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_RESEARCH_MANIFEST.csv.decompiled_source.txt,manifest/text,,factions:6|scripting:5|spawning:10|world_hosts:32,refgroup,8941
111,11,tune/template pressure,research/Tune - Stronger NPC/Template/template_player.xml,repo/text,,factions:1|spawning:6|war_behavior:2|weapons_pressure:2,,3922
111,11,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Tune__-__Stronger__NPC__Template__template_player.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:6|war_behavior:2|weapons_pressure:2,,4210
110,35,tune/template pressure,research/wft_wedt_attachment_lab/script_hook_dualgun_attachment_plan.json,repo/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5384
110,35,tune/template pressure,research/dualgun_left_hand_bypass/source_script_hook_dualgun_attachment_plan.json,repo/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5384
109,9,tune/template pressure,research/Tune - Stronger NPC/Template/template_base_human.xml,repo/text,,spawning:5|war_behavior:2|weapons_pressure:2,,3299
109,9,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__wsi_hash_matches_to_wgd.csv.decompiled_source.txt,manifest/text,blackwater,world_hosts:4,,179
109,9,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Tune__-__Stronger__NPC__Template__template_base_human.xml.decompiled_source.txt,manifest/text,,spawning:5|war_behavior:2|weapons_pressure:2,,3585
105,30,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__README_PASS29_CARTRUCK_MISSION_RECIPE.txt.decompiled_source.txt,manifest/text,,scripting:9|spawning:12|world_hosts:1,population,1293
103,28,tune/template pressure,research/Code_RED_CarTruck_MissionRecipe_Pass29/README_PASS29_CARTRUCK_MISSION_RECIPE.txt,repo/text,,scripting:7|spawning:12|world_hosts:1,population,1083
103,28,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__reports__ranked_next_patch_candidates.csv.decompiled_source.txt,manifest/text,,scripting:5|spawning:10|world_hosts:5,population,1266
102,27,tune/template pressure,research/Code_RED_CarTruck_MissionRecipe_Pass29/reports/ranked_next_patch_candidates.csv,repo/text,,scripting:4|spawning:10|world_hosts:5,population,1071
97,22,tune/template pressure,scratch/script_workshop_pipeline/read_full/docs__REPO_STRUCTURE.md.fullread.txt,repo/text,,factions:5|scripting:2|spawning:4|world_hosts:3,refgroup,3431
97,22,tune/template pressure,scratch/script_workshop_pipeline/import_queue/docs/REPO_STRUCTURE.md,repo/text,,factions:5|scripting:2|spawning:4|world_hosts:3,refgroup,3431
97,22,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/docs/REPO_STRUCTURE.md,manifest/text,,factions:5|scripting:2|spawning:4|world_hosts:3,refgroup,3431
97,22,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/docs__REPO_STRUCTURE.md.decompiled.txt,repo/text,,factions:5|scripting:2|spawning:4|world_hosts:3,refgroup,3587
97,22,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__dualgun_left_hand_bypass__weapon_dualgun_comparison.csv.decompiled_source.txt,manifest/text,,weapons_pressure:22,,2140
97,22,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__REPO_STRUCTURE.md.decompiled_source.txt,manifest/text,,factions:5|scripting:2|spawning:4|world_hosts:3,refgroup,3706
97,22,tune/template pressure,docs/REPO_STRUCTURE.md,repo/text,,factions:5|scripting:2|spawning:4|world_hosts:3,refgroup,3431
96,21,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__weapon_dualgun_comparison.csv.decompiled_source.txt,manifest/text,,weapons_pressure:21,,2139
95,45,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__scripts__validate_vehicle_menu_probe.py.decompiled.txt,repo/text,,scripting:6|spawning:23,create_actor|streaming_request_actor,2274
95,45,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__single_placement_experiment_plan.md.decompiled_source.txt,manifest/text,blackwater,scripting:8|spawning:6|world_hosts:18,vehicle_generator,1916
94,44,tune/template pressure,tools/codered_ui_update_mix_research.py,repo/text,,scripting:34|spawning:10,,10958
94,44,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_ui_update_mix_research.py.decompiled_source.txt,manifest/text,,scripting:34|spawning:10,,11351
94,19,tune/template pressure,research/wft_wedt_attachment_lab/weapon_dualgun_comparison.csv,repo/text,,weapons_pressure:19,,1968
94,19,tune/template pressure,research/dualgun_left_hand_bypass/weapon_dualgun_comparison.csv,repo/text,,weapons_pressure:19,,1968
93,43,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__scripts__validate_vehicle_menu_probe.py.fullread.txt,repo/text,,scripting:4|spawning:23,create_actor|streaming_request_actor,2026
93,43,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/scripts/validate_vehicle_menu_probe.py,repo/text,,scripting:4|spawning:23,create_actor|streaming_request_actor,2026
93,43,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/scripts/validate_vehicle_menu_probe.py,manifest/text,,scripting:4|spawning:23,create_actor|streaming_request_actor,2026
93,43,world host / gringo,research/blackwater_host_placement_resolver_outputs/single_placement_experiment_plan.md,repo/text,blackwater,scripting:8|spawning:4|world_hosts:18,vehicle_generator,1692
93,18,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__dualgun_left_hand_bypass__dualgun_left_hand_bypass_plan.json.decompiled_source.txt,manifest/text,,scripting:1|spawning:2|war_behavior:1|weapons_pressure:14,,1834
92,42,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__code-red-script-workflow__SCRIPT_FEATURE_STATUS.md.decompiled_source.txt,manifest/text,,factions:1|scripting:13|spawning:12|war_behavior:2|world_hosts:14,,3084
91,91,script/native candidate,related_apps/Code_RED_ScriptHookRDR_AI_Menu/CodeRED_AI_Menu.cpp,repo/text,,factions:7|scripting:77|spawning:3|war_behavior:4,,16126
91,16,tune/template pressure,research/dualgun_left_hand_bypass/dualgun_left_hand_bypass_plan.json,repo/text,,scripting:1|spawning:2|war_behavior:1|weapons_pressure:12,,1615
90,40,tune/template pressure,docs/code-red-script-workflow/SCRIPT_FEATURE_STATUS.md,repo/text,,factions:1|scripting:11|spawning:12|war_behavior:2|world_hosts:14,,2883
89,64,archive patch lane,research/wft_wedt_attachment_lab/fragment_bundle_map.csv,repo/text,,factions:52|weapons_pressure:12,,8184
89,64,archive patch lane,research/Code_RED_Car_Truck_FBI_Pass26_RESEARCH/reports/candidate_vehicle_value_swap_table_DO_NOT_PATCH_YET.csv,repo/text,,spawning:48|weapons_pressure:2|world_hosts:14,,3428
89,64,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__fragment_bundle_map.csv.decompiled_source.txt,manifest/text,,factions:52|weapons_pressure:12,,8384
89,64,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_Car_Truck_FBI_Pass26_RESEARCH__reports__candidate_vehicle_value_swap_table_DO_NOT_PATCH_YET.csv.decompiled_source.txt,manifest/text,,spawning:48|weapons_pressure:2|world_hosts:14,,3665
88,63,archive patch lane,research/CodeRED_MP_content_rpf_research_addendum.txt,repo/text,blackwater|tumbleweed,factions:8|scripting:17|spawning:13|war_behavior:4|world_hosts:11,,12709
88,63,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_MP_content_rpf_research_addendum.txt.decompiled_source.txt,manifest/text,blackwater|tumbleweed,factions:8|scripting:17|spawning:13|war_behavior:4|world_hosts:11,,13097
87,37,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_539_0x18C43.txt.decompiled_source.txt,manifest/text,,scripting:6|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7991
87,37,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_369_0x10C43.txt.decompiled_source.txt,manifest/text,,scripting:6|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7991
87,12,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Tune__-__Max__Render__and__Spawns__Tune__settings__ambientmgrtuning.xml.decompiled_source.txt,manifest/text,,spawning:11|world_hosts:1,,1138
86,36,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_539_0x18C43.txt,repo/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7597
86,36,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_369_0x10C43.txt,repo/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7597
86,11,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_Cutscene_Placement_Pass15_Build__reports__blackwater_wsi_hash_hits_all.csv.decompiled_source.txt,manifest/text,blackwater,spawning:1|world_hosts:5,,8209
85,10,tune/template pressure,tools/codered_archive_lane_validation.py,repo/text,,scripting:1|spawning:7|weapons_pressure:1|world_hosts:1,,12538
85,10,tune/template pressure,research/Tune - Max Render and Spawns/Tune/settings/ambientmgrtuning.xml,repo/text,,spawning:9|world_hosts:1,,944
85,10,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_archive_lane_validation.py.decompiled_source.txt,manifest/text,,scripting:1|spawning:7|weapons_pressure:1|world_hosts:1,,12997
85,10,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_Cutscene_Placement_Pass15_Build__reports__blackwater_wsi_vehicle_wagon_focus.json.decompiled_source.txt,manifest/text,blackwater,spawning:1|world_hosts:4,,1375
85,10,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_Cutscene_Placement_Pass15_Build__reports__blackwater_wsi_vehicle_wagon_focus.csv.decompiled_source.txt,manifest/text,blackwater,spawning:1|world_hosts:4,,752
84,84,script/native candidate,tools/codered_ai_menu_bridge_integration.py,repo/text,,factions:4|scripting:16|spawning:12|war_behavior:4,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill,13356
84,84,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_ai_menu_bridge_integration.py.decompiled_source.txt,manifest/text,,factions:4|scripting:16|spawning:12|war_behavior:4,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill,13845
84,34,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__host_reference_summary.csv.decompiled_source.txt,manifest/text,blackwater,spawning:1|world_hosts:28,,2070
84,9,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__Tune__Vehicles__Locsets__locset_car01.xml.decompiled.txt,repo/text,,spawning:1|weapons_pressure:4|world_hosts:4,,8809
83,33,world host / gringo,research/blackwater_host_placement_resolver_outputs/host_reference_summary.csv,repo/text,blackwater,world_hosts:28,,1879
83,33,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__script_workflow__README.md.decompiled_source.txt,manifest/text,,scripting:9|spawning:13|war_behavior:2|world_hosts:9,,2902
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traingringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1151
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarwood_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1149
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarsteamer_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1152
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarflat_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1149
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarcattle_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1151
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarcaboose_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1152
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarbox05_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1150
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarbox04_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1150
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarbox03_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1150
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarbox02_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1150
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarbox01_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1150
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincarbaggage_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1152
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincararmored_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1152
83,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__content__release64__scripting__gringo__commonscripts__traincar_gringo.wsc.readable_export.txt,repo/text,,scripting:3|spawning:1|world_hosts:4,,1145
83,8,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__safe_candidate_gringo_hosts.csv.decompiled_source.txt,manifest/text,blackwater,world_hosts:3,,183
82,32,tune/template pressure,docs/script_workflow/README.md,repo/text,,scripting:8|spawning:13|war_behavior:2|world_hosts:9,,2684
81,6,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_car.xml.fullread.txt,repo/text,,weapons_pressure:6,,1869
81,6,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_boat.xml.fullread.txt,repo/text,,weapons_pressure:6,,1643
81,6,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_car.xml,repo/text,,weapons_pressure:6,,1869
81,6,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_boat.xml,repo/text,,weapons_pressure:6,,1643
81,6,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_car.xml,manifest/text,,weapons_pressure:6,,1869
81,6,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_boat.xml,manifest/text,,weapons_pressure:6,,1643
81,6,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_car.xml.decompiled.txt,repo/text,,weapons_pressure:6,,2088
81,6,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_boat.xml.decompiled.txt,repo/text,,weapons_pressure:6,,1863
81,6,tune/template pressure,research/RPF - Rafts Plus/tune/player/input_boat.xml,repo/text,,weapons_pressure:6,,1509
81,6,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__player__input_boat.xml.decompiled_source.txt,manifest/text,,weapons_pressure:6,,1678
80,5,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__Tune__Vehicles__Locsets__locset_car01.xml.fullread.txt,repo/text,,weapons_pressure:4|world_hosts:1,,8580
80,5,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Train Spawns Cars/Tune/Vehicles/Locsets/locset_car01.xml,repo/text,,weapons_pressure:4|world_hosts:1,,8580
80,5,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Train Spawns Cars/Tune/Vehicles/Locsets/locset_car01.xml,manifest/text,,weapons_pressure:4|world_hosts:1,,8580
79,4,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Locsets__locset_raft.xml.decompiled.txt,repo/text,,weapons_pressure:1|world_hosts:3,,3679
79,4,world host / gringo,research/CodeRED_Cutscene_Placement_Pass15_Build/reports/blackwater_wsi_hash_hits_all.csv,repo/text,,world_hosts:4,,7974
79,4,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__vehicle__locset__locset_raft.xml.decompiled_source.txt,manifest/text,,weapons_pressure:1|world_hosts:3,,3724
78,28,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__reports__spawn_recipe_steps.csv.decompiled_source.txt,manifest/text,,scripting:5|spawning:14|world_hosts:1,population,1204
77,77,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_script_pipeline.py.decompiled_source.txt,manifest/text,,scripting:73|spawning:4,,28574
77,77,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_ai_menu_car_spawn_doctor.py.decompiled_source.txt,manifest/text,,scripting:9|spawning:59|world_hosts:1,create_actor,10430
76,76,archive patch lane,tools/codered_script_pipeline.py,repo/text,,scripting:72|spawning:4,,27824
76,76,script/native candidate,tools/codered_ai_menu_car_spawn_doctor.py,repo/text,,scripting:9|spawning:58|world_hosts:1,create_actor,10018
76,26,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/reports/spawn_recipe_steps.csv,repo/text,,scripting:4|spawning:13|world_hosts:1,population,1017
75,75,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_script_compile_validation.py.decompiled_source.txt,manifest/text,,scripting:28|spawning:31,create_actor|streaming_request_actor,14571
75,25,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__npc_model_roster_v1.json.decompiled_source.txt,manifest/text,blackwater,factions:12|scripting:1|spawning:7,,6391
74,74,script/native candidate,tools/codered_script_compile_validation.py,repo/text,,scripting:27|spawning:31,create_actor|streaming_request_actor,14069
74,24,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/npc_model_roster_v1.json,repo/text,blackwater,factions:12|spawning:7,,5985
74,24,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__npc_model_roster_v1.json.decompiled_source.txt,manifest/text,blackwater,factions:12|spawning:7,,6347
67,17,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__blackwater_host_resolver_master.json.decompiled_source.txt,manifest/text,blackwater,spawning:5|world_hosts:7,,1194
66,66,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__ai_menu_bridge_integration_manifest.json.decompiled_source.txt,manifest/text,,factions:2|scripting:8|spawning:6|war_behavior:2,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill,1434
66,16,archive patch lane,scratch/script_workshop_pipeline/import_queue/research/menu resources/3. Add-On Menu/Cutscenes Info.txt,repo/text,armadillo|fort mercer|macfarlane,factions:1,,880
66,16,world host / gringo,research/blackwater_host_placement_resolver_outputs/blackwater_host_resolver_master.json,repo/text,blackwater,spawning:4|world_hosts:7,,981
65,40,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__docs__codered__trainer_ai_control_handoff_v1.md.decompiled_source.txt,manifest/text,,factions:3|scripting:2|spawning:9|war_behavior:1|weapons_pressure:1|world_hosts:24,,3816
65,15,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__reports__vehicle_relevant_function_map.csv.decompiled_source.txt,manifest/text,,scripting:2|spawning:4|weapons_pressure:1,population,6248
64,14,script/native candidate,research/Code_RED_CarTruck_MissionRecipe_Pass29/reports/vehicle_relevant_function_map.csv,repo/text,,scripting:1|spawning:4|weapons_pressure:1,population,5996
64,14,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_598_0x1B021.txt.decompiled_source.txt,manifest/text,,scripting:2|spawning:9|weapons_pressure:2|world_hosts:1,,1935
64,14,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_428_0x13021.txt.decompiled_source.txt,manifest/text,,scripting:2|spawning:9|weapons_pressure:2|world_hosts:1,,1935
63,38,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/docs/codered/trainer_ai_control_handoff_v1.md,repo/text,,factions:3|scripting:1|spawning:9|war_behavior:1|weapons_pressure:1|world_hosts:23,,3513
63,13,world host / gringo,research/IMPORTANT_psocache_rpf_analysis_2026-05-02/psocache_analysis.md,repo/text,,factions:2|scripting:2|spawning:4|weapons_pressure:1|world_hosts:4,,6474
63,13,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_598_0x1B021.txt,repo/text,,scripting:1|spawning:9|weapons_pressure:2|world_hosts:1,,1697
63,13,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_428_0x13021.txt,repo/text,,scripting:1|spawning:9|weapons_pressure:2|world_hosts:1,,1697
63,13,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__IMPORTANT_psocache_rpf_analysis_2026-05-02__psocache_analysis.md.decompiled_source.txt,manifest/text,,factions:2|scripting:2|spawning:4|weapons_pressure:1|world_hosts:4,,6787
61,11,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__unresolved_hosts.csv.decompiled_source.txt,manifest/text,blackwater,spawning:3|world_hosts:3,,692
61,11,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Tune__-__Mirage__Spawner__debris__tumbleweeds.xml.decompiled_source.txt,manifest/text,tumbleweed,spawning:6,,933
60,10,world host / gringo,research/blackwater_host_placement_resolver_outputs/unresolved_hosts.csv,repo/text,blackwater,spawning:2|world_hosts:3,,516
60,10,tune/template pressure,research/Tune - Mirage Spawner/debris/tumbleweeds.xml,repo/text,tumbleweed,spawning:5,,761
59,34,archive patch lane,research/wft_wedt_attachment_lab/complete_fragment_bundles_sample.csv,repo/text,,factions:30|weapons_pressure:4,,4052
59,34,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__complete_fragment_bundles_sample.csv.decompiled_source.txt,manifest/text,,factions:30|weapons_pressure:4,,4243
58,8,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__README_PATCH_OPTIONS.md.fullread.txt,repo/text,,scripting:1|spawning:2|world_hosts:5,,887
58,8,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/README_PATCH_OPTIONS.md,repo/text,,scripting:1|spawning:2|world_hosts:5,,887
58,8,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/README_PATCH_OPTIONS.md,manifest/text,,scripting:1|spawning:2|world_hosts:5,,887
58,8,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__README_PATCH_OPTIONS.md.decompiled.txt,repo/text,,scripting:1|spawning:2|world_hosts:5,,1076
58,8,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_748_0x27A55.txt.decompiled_source.txt,manifest/text,,scripting:1|spawning:1|weapons_pressure:3|world_hosts:3,,591
