# Code RED source/decompiled export
# Source: data/codered/faction_wars_targets.csv
# SHA1: b37f585be34a741f127b9af9c307ae0cd6b7a692

score,category,path,source_kind,regions,groups,high_value_terms,size 
7,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/docs/CodeRED_ACTIVE_FOLDER_IMPORTANCE.md,manifest/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
7,research/reference,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__common.c.decompiled.txt,repo/text,,scripting:6|spawning:1,,12463
7,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/docs__CodeRED_One_App_Upgrade_Plan_2026-05-03.md.decompiled.txt,repo/text,,scripting:2|spawning:2|world_hosts:3,,2678
7,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/docs__CodeRED_ACTIVE_FOLDER_IMPORTANCE.md.decompiled.txt,repo/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1669
7,research/reference,research/io_import_nr/nrblendimp.py,repo/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20150
7,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_748_0x27A55.txt,repo/text,,spawning:1|weapons_pressure:3|world_hosts:3,,398
7,research/reference,research/3D Ripper/importers/io_import_nr/nrblendimp.py,repo/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20150
7,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/trainer_ai_profile_v1.json,repo/text,,spawning:1|war_behavior:3|weapons_pressure:1|world_hosts:2,,604
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__io_import_nr__nrblendimp.py.fullread.txt,manifest/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20670
7,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_748_0x27A55.txt.fullread.txt,manifest/text,,spawning:1|weapons_pressure:3|world_hosts:3,,409
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__3D__Ripper__importers__io_import_nr__nrblendimp.py.fullread.txt,manifest/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20670
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__trainer_ai_profile_v1.json.fullread.txt,manifest/text,,spawning:1|war_behavior:3|weapons_pressure:1|world_hosts:2,,625
7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/docs__CodeRED_One_App_Upgrade_Plan_2026-05-03.md.fullread.txt,manifest/text,,scripting:2|spawning:2|world_hosts:3,,2581
7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/docs__CodeRED_ACTIVE_FOLDER_IMPORTANCE.md.fullread.txt,manifest/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1542
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/data__codered__trainer_ai_profile_v1.json.fullread.txt,manifest/text,,spawning:1|war_behavior:3|weapons_pressure:1|world_hosts:2,,625
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/io_import_nr/nrblendimp.py,manifest/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20150
7,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_748_0x27A55.txt,manifest/text,,spawning:1|weapons_pressure:3|world_hosts:3,,398
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/3D Ripper/importers/io_import_nr/nrblendimp.py,manifest/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20150
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/trainer_ai_profile_v1.json,manifest/text,,spawning:1|war_behavior:3|weapons_pressure:1|world_hosts:2,,604
7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/CodeRED_One_App_Upgrade_Plan_2026-05-03.md,manifest/text,,scripting:2|spawning:2|world_hosts:3,,2497
7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/CodeRED_ACTIVE_FOLDER_IMPORTANCE.md,manifest/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/data/codered/trainer_ai_profile_v1.json,manifest/text,,spawning:1|war_behavior:3|weapons_pressure:1|world_hosts:2,,604
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__io_import_nr__nrblendimp.py.decompiled_source.txt,manifest/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20806
7,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__3D__Ripper__importers__io_import_nr__nrblendimp.py.decompiled_source.txt,manifest/text,,spawning:2|weapons_pressure:2|world_hosts:3,,20826
7,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__install_ai_menu_asi_windows.ps1.decompiled_source.txt,manifest/text,,scripting:3|spawning:4,,3669
7,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__code-red-script-workflow__PROOF_SCRIPT_TEMPLATE.md.decompiled_source.txt,manifest/text,,scripting:5|spawning:1|world_hosts:1,,1668
7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__CodeRED_One_App_Upgrade_Plan_2026-05-03.md.decompiled_source.txt,manifest/text,,scripting:2|spawning:2|world_hosts:3,,2729
7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__CodeRED_ACTIVE_FOLDER_IMPORTANCE.md.decompiled_source.txt,manifest/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1683
7,tune/template pressure,docs/CodeRED_One_App_Upgrade_Plan_2026-05-03.md,repo/text,,scripting:2|spawning:2|world_hosts:3,,2497
7,tune/template pressure,docs/CodeRED_ACTIVE_FOLDER_IMPORTANCE.md,repo/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
7,research/reference,data/codered/trainer_ai_profile_v1.json,repo/text,,spawning:1|war_behavior:3|weapons_pressure:1|world_hosts:2,,604
6,research/reference,tools/Repair_CodeRED_SCCL_Project_Include.ps1,repo/text,,scripting:5|spawning:1,,2032
6,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.c,repo/text,,scripting:5|spawning:1,,12237
6,research/reference,scratch/script_workshop_pipeline/read_full/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__common.c.fullread.txt,repo/text,,scripting:5|spawning:1,,12237
6,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_car.xml.fullread.txt,repo/text,,weapons_pressure:6,,1869
6,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_boat.xml.fullread.txt,repo/text,,weapons_pressure:6,,1643
6,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.c,repo/text,,scripting:5|spawning:1,,12237
6,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_car.xml,repo/text,,weapons_pressure:6,,1869
6,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_boat.xml,repo/text,,weapons_pressure:6,,1643
6,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.c,manifest/text,,scripting:5|spawning:1,,12237
6,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_car.xml,manifest/text,,weapons_pressure:6,,1869
6,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/player/input_boat.xml,manifest/text,,weapons_pressure:6,,1643
6,research/reference,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__common.h.decompiled.txt,repo/text,,scripting:4|spawning:2,,10403
6,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_car.xml.decompiled.txt,repo/text,,weapons_pressure:6,,2088
6,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__player__input_boat.xml.decompiled.txt,repo/text,,weapons_pressure:6,,1863
6,archive patch lane,scratch/script_workshop_pipeline/SCRIPT_PIPELINE_GUIDE.md,repo/text,,scripting:6,,807
6,archive patch lane,research/wft_wedt_attachment_lab/wft_wedt_attachment_report.md,repo/text,,scripting:1|spawning:1|weapons_pressure:4,,968
6,research/reference,research/io_import_nr/noesis_temp/noe.txt,repo/text,,scripting:1|spawning:4|world_hosts:1,,1036
6,tune/template pressure,research/RPF - Rafts Plus/tune/player/input_boat.xml,repo/text,,weapons_pressure:6,,1509
6,world host / gringo,research/IMPORTANT_readable_root_index_2026-05-02/category_counts.csv,repo/text,,factions:1|scripting:2|spawning:2|world_hosts:1,,201
6,research/reference,research/3D Ripper/importers/io_import_nr/noesis_temp/noe.txt,repo/text,,scripting:1|spawning:4|world_hosts:1,,1036
6,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/install_ai_menu_asi_windows.ps1,repo/text,,scripting:2|spawning:4,,3406
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/tools__Repair_CodeRED_SCCL_Project_Include.ps1.fullread.txt,manifest/text,,scripting:5|spawning:1,,2087
6,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__wft_wedt_attachment_report.md.fullread.txt,manifest/text,,scripting:1|spawning:1|weapons_pressure:4,,992
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__io_import_nr__noesis_temp__noe.txt.fullread.txt,manifest/text,,scripting:1|spawning:4|world_hosts:1,,1067
6,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__RPF__-__Rafts__Plus__tune__player__input_boat.xml.fullread.txt,manifest/text,,weapons_pressure:6,,1525
6,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__IMPORTANT_readable_root_index_2026-05-02__category_counts.csv.fullread.txt,manifest/text,,factions:1|scripting:2|spawning:2|world_hosts:1,,210
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__3D__Ripper__importers__io_import_nr__noesis_temp__noe.txt.fullread.txt,manifest/text,,scripting:1|spawning:4|world_hosts:1,,1067
6,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__install_ai_menu_asi_windows.ps1.fullread.txt,manifest/text,,scripting:2|spawning:4,,3493
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/Repair_CodeRED_SCCL_Project_Include.ps1,manifest/text,,scripting:5|spawning:1,,2032
6,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/wft_wedt_attachment_report.md,manifest/text,,scripting:1|spawning:1|weapons_pressure:4,,968
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/io_import_nr/noesis_temp/noe.txt,manifest/text,,scripting:1|spawning:4|world_hosts:1,,1036
6,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/RPF - Rafts Plus/tune/player/input_boat.xml,manifest/text,,weapons_pressure:6,,1509
6,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/IMPORTANT_readable_root_index_2026-05-02/category_counts.csv,manifest/text,,factions:1|scripting:2|spawning:2|world_hosts:1,,201
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/3D Ripper/importers/io_import_nr/noesis_temp/noe.txt,manifest/text,,scripting:1|spawning:4|world_hosts:1,,1036
6,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/install_ai_menu_asi_windows.ps1,manifest/text,,scripting:2|spawning:4,,3406
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_script_workshop_decode.py.decompiled_source.txt,manifest/text,,scripting:6,,918
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_script_workshop_compile_prep.py.decompiled_source.txt,manifest/text,,scripting:6,,1112
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__Repair_CodeRED_SCCL_Project_Include.ps1.decompiled_source.txt,manifest/text,,scripting:5|spawning:1,,2233
6,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__wft_wedt_attachment_report.md.decompiled_source.txt,manifest/text,,scripting:1|spawning:1|weapons_pressure:4,,1155
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__io_import_nr__noesis_temp__noe.txt.decompiled_source.txt,manifest/text,,scripting:1|spawning:4|world_hosts:1,,1209
6,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__player__input_boat.xml.decompiled_source.txt,manifest/text,,weapons_pressure:6,,1678
6,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__IMPORTANT_readable_root_index_2026-05-02__category_counts.csv.decompiled_source.txt,manifest/text,,factions:1|scripting:2|spawning:2|world_hosts:1,,380
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__3D__Ripper__importers__io_import_nr__noesis_temp__noe.txt.decompiled_source.txt,manifest/text,,scripting:1|spawning:4|world_hosts:1,,1229
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__build_ai_menu_asi_windows.ps1.decompiled_source.txt,manifest/text,,scripting:6,,4180
6,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__CodeRED_AI_Menu.ini.decompiled_source.txt,manifest/text,,factions:2|scripting:1|spawning:3,,671
5,research/reference,tools/codered_script_workshop_decode.py,repo/text,,scripting:5,,756
5,research/reference,tools/codered_script_workshop_compile_prep.py,repo/text,,scripting:5,,940
5,research/reference,tools/codered_sccl_dependency_probe.py,repo/text,,scripting:1|spawning:4,,8100
5,archive patch lane,tools/codered_codex_modelxml_validation.py,repo/text,,factions:2|scripting:1|spawning:2,,16743
5,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.h,repo/text,,scripting:3|spawning:2,,10177
5,research/reference,scratch/script_workshop_pipeline/read_full/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__common.h.fullread.txt,repo/text,,scripting:3|spawning:2,,10177
5,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Train_Spawns_Cars__Tune__Vehicles__Locsets__locset_car01.xml.fullread.txt,repo/text,,weapons_pressure:4|world_hosts:1,,8580
5,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft03.xml.fullread.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft02.xml.fullread.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,research/reference,scratch/script_workshop_pipeline/new_script_templates/README_NEW_SCRIPTS.md,repo/text,,scripting:5,,326
5,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.h,repo/text,,scripting:3|spawning:2,,10177
5,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Train Spawns Cars/Tune/Vehicles/Locsets/locset_car01.xml,repo/text,,weapons_pressure:4|world_hosts:1,,8580
5,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft03.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft02.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.h,manifest/text,,scripting:3|spawning:2,,10177
5,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Train Spawns Cars/Tune/Vehicles/Locsets/locset_car01.xml,manifest/text,,weapons_pressure:4|world_hosts:1,,8580
5,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft03.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft02.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft03.xml.decompiled.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,940
5,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft02.xml.decompiled.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,940
5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehicleraft03.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehicleraft02.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehicleraft01.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehiclecanoe01.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,709
5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_base_boat.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,743
5,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/build_ai_menu_asi_windows.ps1,repo/text,,scripting:5,,3903
5,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/CodeRED_AI_Menu.ini,repo/text,,factions:2|spawning:3,,489
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_script_workshop_decode.py.fullread.txt,manifest/text,,scripting:5,,778
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_script_workshop_compile_prep.py.fullread.txt,manifest/text,,scripting:5,,966
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_sccl_dependency_probe.py.fullread.txt,manifest/text,,scripting:1|spawning:4,,8319
5,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_codex_modelxml_validation.py.fullread.txt,manifest/text,,factions:2|scripting:1|spawning:2,,17136
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft03.xml.fullread.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,728
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft02.xml.fullread.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,728
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft01.xml.fullread.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,728
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__RPF__-__Rafts__Plus__tune__template__template_vehiclecanoe01.xml.fullread.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,732
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__RPF__-__Rafts__Plus__tune__template__template_base_boat.xml.fullread.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,768
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__build_ai_menu_asi_windows.ps1.fullread.txt,manifest/text,,scripting:5,,4006
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__CodeRED_AI_Menu.ini.fullread.txt,manifest/text,,factions:2|spawning:3,,507
5,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/docs__code-red-script-workflow__PROOF_SCRIPT_TEMPLATE.md.fullread.txt,manifest/text,,scripting:3|spawning:1|world_hosts:1,,1513
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_script_workshop_decode.py,manifest/text,,scripting:5,,756
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_script_workshop_compile_prep.py,manifest/text,,scripting:5,,940
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_sccl_dependency_probe.py,manifest/text,,scripting:1|spawning:4,,8100
5,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_codex_modelxml_validation.py,manifest/text,,factions:2|scripting:1|spawning:2,,16743
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/RPF - Rafts Plus/tune/template/template_vehicleraft03.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/RPF - Rafts Plus/tune/template/template_vehicleraft02.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/RPF - Rafts Plus/tune/template/template_vehicleraft01.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/RPF - Rafts Plus/tune/template/template_vehiclecanoe01.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,709
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/RPF - Rafts Plus/tune/template/template_base_boat.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,743
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/build_ai_menu_asi_windows.ps1,manifest/text,,scripting:5,,3903
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/CodeRED_AI_Menu.ini,manifest/text,,factions:2|spawning:3,,489
5,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/code-red-script-workflow/PROOF_SCRIPT_TEMPLATE.md,manifest/text,,scripting:3|spawning:1|world_hosts:1,,1419
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_sccl_dependency_probe.py.decompiled_source.txt,manifest/text,,scripting:1|spawning:4,,8458
5,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_codex_modelxml_validation.py.decompiled_source.txt,manifest/text,,factions:2|scripting:1|spawning:2,,17279
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft03.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,895
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft02.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,895
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft01.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,895
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehiclecanoe01.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,900
5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_base_boat.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,931
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_792_0x29B4B.txt.decompiled_source.txt,manifest/text,,scripting:1|spawning:4,,3133
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_644_0x1DB4B.txt.decompiled_source.txt,manifest/text,,scripting:1|spawning:4,,3133
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_474_0x15B4B.txt.decompiled_source.txt,manifest/text,,scripting:1|spawning:4,,3133
5,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__build_bridge.bat.decompiled_source.txt,manifest/text,,scripting:5,,969
5,archive patch lane,docs/code-red-script-workflow/PROOF_SCRIPT_TEMPLATE.md,repo/text,,scripting:3|spawning:1|world_hosts:1,,1419
4,archive patch lane,scratch/script_workshop_pipeline/recompile_queue/run_import_recompile_probe.bat,repo/text,,scripting:4,,488
4,archive patch lane,scratch/script_workshop_pipeline/open_script_workshop.bat,repo/text,,scripting:4,,373
4,script/native candidate,scratch/script_workshop_pipeline/new_script_templates/codered_new_script_template.h,repo/text,,scripting:4,,168
4,script/native candidate,scratch/script_workshop_pipeline/new_script_templates/codered_new_script_template.c,repo/text,,scripting:4,,267
4,research/reference,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__varargs.h.decompiled.txt,repo/text,,scripting:3|spawning:1,,8314
4,research/reference,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__natives.h.decompiled.txt,repo/text,,scripting:3|spawning:1,,2738
4,research/reference,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__constants.h.decompiled.txt,repo/text,,scripting:3|spawning:1,,2960
4,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Locsets__locset_raft.xml.decompiled.txt,repo/text,,weapons_pressure:1|world_hosts:3,,3679
