index,path,name,size,resource_type,resource_type_hint,score,reasons,decoded_size,decode_error
542,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0xD60CD696,0xD60CD696,19777,,,178,u16le:1193:1,,
608,root\content\release64\dlc\0x22398628\0xC5C07009\0x9DACECF4,0x9DACECF4,16067,,,178,u16be:1193:1;u16le:1193:1,,
810,root\content\release64\0x1230F707\0xB3388FBE\0x28E2E3B8,0x28E2E3B8,3057,2,.wsc/.csc script,178,u16be:1194:15,12288,
832,root\content\release64\0x1230F707\0xB3388FBE\0x9E998AF8,0x9E998AF8,3057,2,.wsc/.csc script,178,u16be:1194:15,12288,
1080,root\content\release64\scripting\gringo\itemscripts\0x2B7B63A4,0x2B7B63A4,6749,2,.wsc/.csc script,178,path:gringo,20480,
1082,root\content\release64\scripting\gringo\itemscripts\0x33A46FCC,0x33A46FCC,5825,2,.wsc/.csc script,178,path:gringo,20480,
1087,root\content\release64\scripting\gringo\itemscripts\0x727C1AD1,0x727C1AD1,5787,2,.wsc/.csc script,178,path:gringo,20480,
1089,root\content\release64\scripting\gringo\itemscripts\0x954C860D,0x954C860D,6225,2,.wsc/.csc script,178,path:gringo,20480,
1091,root\content\release64\scripting\gringo\itemscripts\0xA0952634,0xA0952634,6524,2,.wsc/.csc script,178,path:gringo,20480,
1092,root\content\release64\scripting\gringo\itemscripts\0xA0B61404,0xA0B61404,6580,2,.wsc/.csc script,178,path:gringo,20480,
1097,root\content\release64\scripting\gringo\itemscripts\0xFF0D825C,0xFF0D825C,6255,2,.wsc/.csc script,178,path:gringo,20480,
432,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x32336E73\0x18F57300,0x18F57300,31542,,,177,u16be:1193:1,,
1137,root\content\release64\mexico\0x96E04D47\0x9674E4FB\0x20E4FFC4,0x20E4FFC4,4910,2,.wsc/.csc script,177,,20480,
1158,root\content\release64\mexico\0xB1531168\0x154805E6\0x19A555AC,0x19A555AC,8898,2,.wsc/.csc script,177,,24576,
1444,root\content\release64\0xC06BF8AB\0x43DCBEC5\0x11714670,0x11714670,10200,2,.wsc/.csc script,177,,24576,
1128,root\content\release64\mexico\0x96E04D47\0x0BEFD7E2\0xCB33D963,0xCB33D963,5057,2,.wsc/.csc script,176,,20480,
1150,root\content\release64\mexico\0x96E04D47\0xED591571\0xBD3A9B6F,0xBD3A9B6F,5084,2,.wsc/.csc script,176,,20480,
1254,root\content\release64\0x72440E09\0x96E04D47\0x1226307C\0x57F15BCE,0x57F15BCE,5141,2,.wsc/.csc script,176,,20480,
1268,root\content\release64\0x72440E09\0x96E04D47\0xD27DEC26\0x85F2078D,0x85F2078D,5087,2,.wsc/.csc script,176,,20480,
1574,root\content\release64\frontier\0x96E04D47\0x9A5D7159\0x938C0157,0x938C0157,5081,2,.wsc/.csc script,176,,20480,
1578,root\content\release64\frontier\0x96E04D47\0xB2D95202\0x0A79761F,0x0A79761F,5349,2,.wsc/.csc script,176,,20480,
1585,root\content\release64\frontier\0x96E04D47\0xD78EB91E\0x494F3929,0x494F3929,5314,2,.wsc/.csc script,176,,20480,
1079,root\content\release64\scripting\gringo\itemscripts\0x0CC6A004,0x0CC6A004,6634,2,.wsc/.csc script,175,path:gringo,20480,
1084,root\content\release64\scripting\gringo\itemscripts\0x6E718696,0x6E718696,6628,2,.wsc/.csc script,175,path:gringo,20480,
1085,root\content\release64\scripting\gringo\itemscripts\0x702D3047,0x702D3047,6529,2,.wsc/.csc script,175,path:gringo,20480,
1086,root\content\release64\scripting\gringo\itemscripts\0x703064A2,0x703064A2,5733,2,.wsc/.csc script,175,path:gringo,20480,
1088,root\content\release64\scripting\gringo\itemscripts\0x9134AB92,0x9134AB92,6294,2,.wsc/.csc script,175,path:gringo,20480,
1095,root\content\release64\scripting\gringo\itemscripts\0xF2B5230E,0xF2B5230E,6335,2,.wsc/.csc script,175,path:gringo,20480,
306,root\content\release64\dlc\0x22398628\0x0D5A1FA5\regions\0x310D8D05,0x310D8D05,9389,2,.wsc/.csc script,174,,20480,
656,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xEE608CF3,0xEE608CF3,6702,2,.wsc/.csc script,174,,20480,
1668,root\content\release64\frontier\0xFCCF2B76\0x08204053\0x49C3B8C2,0x49C3B8C2,8420,2,.wsc/.csc script,173,,20480,
172,root\content\ui\savegame.sc.xml,savegame.sc.xml,7380,,,172,u16le:1193:1;u16le:1194:1,,
562,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044\0x94ADCAF1,0x94ADCAF1,20969,,,172,u16le:1194:1,,
585,root\content\release64\dlc\0x22398628\0xC5C07009\0x0EB0F31A,0x0EB0F31A,16510,,,172,u16le:1194:1,,
1440,root\content\release64\0xC06BF8AB\0x18DF302B\0x962BD8F5\0xC3C44E88,0xC3C44E88,10493,2,.wsc/.csc script,172,,28672,
1175,root\content\release64\mexico\0xC98E26B5\0xADA32AC4\0xA0A339D6,0xA0A339D6,7636,2,.wsc/.csc script,171,,20480,
1233,root\content\release64\0x72440E09\0x0C925868\0x9A2C155A\0x61464117,0x61464117,8990,2,.wsc/.csc script,171,,24576,
1176,root\content\release64\mexico\0xD8416B09\0x22BA8B98,0x22BA8B98,7666,2,.wsc/.csc script,170,,20480,
730,root\content\release64\dlc\ultimate\0xB00908EC,0xB00908EC,7920,2,.wsc/.csc script,169,,20480,
1130,root\content\release64\mexico\0x96E04D47\0x4AD3766F\0x022F77E5,0x022F77E5,4876,2,.wsc/.csc script,169,,20480,
1569,root\content\release64\frontier\0x96E04D47\0x809A2397\0xA874553C,0xA874553C,4932,2,.wsc/.csc script,169,,20480,
607,root\content\release64\dlc\0x22398628\0xC5C07009\0x96FFEC75,0x96FFEC75,16586,,,167,u16be:1194:1;u16le:1194:1,,
1245,root\content\release64\0x72440E09\0x65BC9DB1\0xDDDDA91E\0xFAB291BE,0xFAB291BE,6750,2,.wsc/.csc script,166,,20480,
1241,root\content\release64\0x72440E09\0x65BC9DB1\0x14EF9BBB\0xD0E55B74,0xD0E55B74,8171,2,.wsc/.csc script,165,,20480,
1645,root\content\release64\frontier\gaptooth_ridge\benedict_point\0x53B89640,0x53B89640,9358,2,.wsc/.csc script,165,,28672,
563,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044\0xA89F8635,0xA89F8635,20099,,,164,u16be:1194:1,,
632,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x14D90706,0x14D90706,13554,,,164,u16le:1194:1,,
1513,root\content\release64\0xC06BF8AB\0xF0C82254\0x331E4FD1,0x331E4FD1,10044,2,.wsc/.csc script,164,,24576,
620,root\content\release64\dlc\0x22398628\0xC5C07009\0xE5F1F21D,0xE5F1F21D,19988,,,163,u16be:1193:1,,
1173,root\content\release64\mexico\0xC98E26B5\0x86B4F8A8\0x84099302,0x84099302,9911,2,.wsc/.csc script,162,,36864,
1652,root\content\release64\frontier\gaptooth_ridge\0x7D5CC750\0x95997522\0xB0687C07,0xB0687C07,12967,2,.wsc/.csc script,162,,36864,
420,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x154805E6\0x2BE7AADD,0x2BE7AADD,33011,,,161,,,
1646,root\content\release64\frontier\gaptooth_ridge\benedict_point\0xEB2EFACE,0xEB2EFACE,8177,2,.wsc/.csc script,161,,20480,
525,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0xDFF8A0AE,0xDFF8A0AE,13535,,,160,u16be:1194:1,,
1157,root\content\release64\mexico\0xB1531168\0x14E29558\0xCAFC4FB0,0xCAFC4FB0,7927,2,.wsc/.csc script,160,,20480,
1167,root\content\release64\mexico\0xC98E26B5\0xBC63E8E6,0xBC63E8E6,6592,2,.wsc/.csc script,160,,20480,
1169,root\content\release64\mexico\0xC98E26B5\0x32336E73\0xD876B227,0xD876B227,8885,2,.wsc/.csc script,160,,24576,
1183,root\content\release64\mexico\0xD8416B09\0xBF6244D7\0x40978773,0x40978773,7558,2,.wsc/.csc script,160,,20480,
1243,root\content\release64\0x72440E09\0x65BC9DB1\0x79A33999\0xA952737D,0xA952737D,8073,2,.wsc/.csc script,160,,20480,
1542,root\content\release64\frontier\0x2BE0ECA6\0xE5F2D605\0x6F94EF6C,0x6F94EF6C,6762,2,.wsc/.csc script,160,,20480,
538,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0x5DC27457,0x5DC27457,19020,,,159,u16be:1194:1,,
634,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x1A42C07E,0x1A42C07E,7005,2,.wsc/.csc script,159,,20480,
636,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x27ED8892,0x27ED8892,6936,2,.wsc/.csc script,159,,20480,
1544,root\content\release64\frontier\rio_bravo\0xB74A8AB6,0xB74A8AB6,7350,2,.wsc/.csc script,159,,20480,
453,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x0B09FF1C,0x0B09FF1C,16561,,,158,u16le:1194:1,,
1535,root\content\release64\frontier\0x2BE0ECA6\0x817F8050\0x20FA672F,0x20FA672F,7988,2,.wsc/.csc script,157,,20480,
1548,root\content\release64\frontier\rio_bravo\0x3E7DCFFC\0xF26F0E07,0xF26F0E07,8682,2,.wsc/.csc script,157,,24576,
1647,root\content\release64\frontier\gaptooth_ridge\0x5091EDC3\0x5D8880F1,0x5D8880F1,6770,2,.wsc/.csc script,157,,20480,
1649,root\content\release64\frontier\gaptooth_ridge\0x7D5CC750\0x5EF2F226,0x5EF2F226,7552,2,.wsc/.csc script,157,,20480,
288,root\content\release64\dlc\0x1804215D\0xE6123250,0xE6123250,6886,2,.wsc/.csc script,156,,20480,
291,root\content\release64\dlc\0x22398628\0x417BEDCC,0x417BEDCC,36352,,,156,,,
652,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xD4EB38B1,0xD4EB38B1,6954,2,.wsc/.csc script,156,,20480,
482,root\content\release64\dlc\0x22398628\system\0x4A00B254,0x4A00B254,19640,,,155,u16be:1194:1,,
589,root\content\release64\dlc\0x22398628\0xC5C07009\0x2BCDFFBE,0x2BCDFFBE,14775,,,155,u16be:1194:2,,
598,root\content\release64\dlc\0x22398628\0xC5C07009\0x507DD568,0x507DD568,18466,,,155,u16be:1193:1,,
597,root\content\release64\dlc\0x22398628\0xC5C07009\0x4DD75663,0x4DD75663,19020,,,154,u16be:1193:1,,
1154,root\content\release64\mexico\0xB1531168\0x88241426,0x88241426,6819,2,.wsc/.csc script,154,,20480,
630,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x086B176A,0x086B176A,6474,2,.wsc/.csc script,153,,20480,
645,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x9956B90A,0x9956B90A,6989,2,.wsc/.csc script,153,,20480,
743,root\content\release64\dlc\0xD7D5259C\0xE10BF278,0xE10BF278,15574,,,153,u16le:1194:1,,
1181,root\content\release64\mexico\0xD8416B09\0xA15A0CF1\0x0634EF00,0x0634EF00,7154,2,.wsc/.csc script,153,,20480,
733,root\content\release64\dlc\0xC449A0AF\0xAC1B6A0F,0xAC1B6A0F,6724,2,.wsc/.csc script,152,,20480,
534,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0x4A6FD091,0x4A6FD091,20675,,,151,u16le:1193:1,,
1516,root\content\release64\0xC06BF8AB\0xF0C82254\0x69C49803,0x69C49803,5324,2,.wsc/.csc script,151,,20480,
435,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x581EA76C\0xF873B056,0xF873B056,31998,,,150,,,
445,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xA15A0CF1\0x86B322CE,0x86B322CE,28956,,,150,,,
1550,root\content\release64\frontier\rio_bravo\0xECEAA34D\0xEC218198,0xEC218198,7489,2,.wsc/.csc script,147,,20480,
476,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x79A33999\0xFB3D6054,0xFB3D6054,30358,,,145,,,
417,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCF5AC6C0,0xCF5AC6C0,20349,,,144,u16le:1194:1,,
583,root\content\release64\dlc\0x22398628\0x93896EB6\false\0xDE1D72DF,0xDE1D72DF,15629,,,143,u16le:1194:1,,
691,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xD39FE932\0xE1418A2D,0xE1418A2D,36469,,,143,,,
1232,root\content\release64\0x72440E09\0x0C925868\0x5B87BA10\0xCFF2E56A,0xCFF2E56A,6830,2,.wsc/.csc script,143,,20480,
805,root\content\release64\0x1230F707\0xB3388FBE\0x08698DA3,0x08698DA3,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
808,root\content\release64\0x1230F707\0xB3388FBE\0x23BFCCDB,0x23BFCCDB,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
820,root\content\release64\0x1230F707\0xB3388FBE\0x670BDFDA,0x670BDFDA,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
824,root\content\release64\0x1230F707\0xB3388FBE\0x820A4314,0x820A4314,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
836,root\content\release64\0x1230F707\0xB3388FBE\0xC74F1CCA,0xC74F1CCA,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
840,root\content\release64\0x1230F707\0xB3388FBE\0xD4F68325,0xD4F68325,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
844,root\content\release64\0x1230F707\0xB3388FBE\0xEF561027,0xEF561027,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
846,root\content\release64\0x1230F707\0xB3388FBE\0xF6E07907,0xF6E07907,3064,2,.wsc/.csc script,142,u16be:1194:1,12288,
21,root\content\dlc\0x22398628\0x6162DA05,0x6162DA05,7717,,,141,u16be:1194:1;u16le:1194:1,,
544,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0x157A269D,0x157A269D,19633,,,141,u16le:1194:1,,
405,root\content\release64\dlc\0x22398628\0x6193D61F\0x238209DF,0x238209DF,8852,2,.wsc/.csc script,139,,20480,
494,root\content\release64\dlc\0x22398628\system\designerdefined\player\0x4FC59830,0x4FC59830,3819,2,.wsc/.csc script,139,,12288,
267,root\content\release64\0x495B5A32,0x495B5A32,30238,,,138,,,
657,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xEF2FCFA2,0xEF2FCFA2,19138,,,136,u16be:1194:1,,
524,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0xDF56A1C8,0xDF56A1C8,13537,,,134,u16le:1193:1,,
606,root\content\release64\dlc\0x22398628\0xC5C07009\0x9583E105,0x9583E105,33210,,,133,,,
139,root\content\0x0ADC283D\0x5D6F9157,0x5D6F9157,10827,,,132,u16be:1193:1,,
590,root\content\release64\dlc\0x22398628\0xC5C07009\0x2E798444,0x2E798444,15958,,,131,u16le:1194:1,,
1101,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x547C8BB7,0x547C8BB7,5830,2,.wsc/.csc script,131,path:gringo,20480,
575,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0x10BB4503,0x10BB4503,21101,,,128,,,
552,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0x0BED5511,0x0BED5511,19311,,,126,u16le:1194:1,,
616,root\content\release64\dlc\0x22398628\0xC5C07009\0xD1830602,0xD1830602,23287,,,120,,,
623,root\content\release64\dlc\0x22398628\0xC5C07009\0xF086CA3B,0xF086CA3B,15525,,,120,u16le:1194:1,,
1231,root\content\release64\0x72440E09\0x0C925868\0x5B87BA10\0xA40F1180,0xA40F1180,9473,2,.wsc/.csc script,120,,28672,
549,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0x6EE0E737,0x6EE0E737,22843,,,119,,,
627,root\content\release64\dlc\0x22398628\0xC5C07009\0xFB03C59C,0xFB03C59C,4621,,,119,u16be:1194:1,,
131,root\content\0x0ADC283D\0x04CE8507,0x04CE8507,12520,,,117,u16le:1193:1,,
528,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x3F0C3F35,0x3F0C3F35,20710,,,117,,,
1104,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x94E144CD,0x94E144CD,6387,2,.wsc/.csc script,117,path:gringo,20480,
407,root\content\release64\dlc\0x22398628\0x6193D61F\0xB03649BB,0xB03649BB,9216,,,115,u16le:1194:1,,
1103,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x89068DDA,0x89068DDA,5682,2,.wsc/.csc script,115,path:gringo,20480,
911,root\content\release64\scripting\gringo\0xB834ADD2\0x26FE0443,0x26FE0443,1618,2,.wsc/.csc script,112,path:gringo,4096,
1244,root\content\release64\0x72440E09\0x65BC9DB1\0xDDDDA91E\0xBCA618BF,0xBCA618BF,3690,2,.wsc/.csc script,112,,12288,
1453,root\content\release64\0xC06BF8AB\0x43DCBEC5\0xB32B22AB,0xB32B22AB,6900,2,.wsc/.csc script,112,,20480,
579,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0xDA5F9E79,0xDA5F9E79,20163,,,108,,,
615,root\content\release64\dlc\0x22398628\0xC5C07009\0xCF174471,0xCF174471,26164,,,108,,,
302,root\content\release64\dlc\0x22398628\0xFC3B2224,0xFC3B2224,30127,2,.wsc/.csc script,106,,348160,
540,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0x9E99DE0B,0x9E99DE0B,22171,,,106,,,
650,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xC367627A,0xC367627A,7212,,,105,u16be:1193:1,,
888,root\content\release64\scripting\gringo\0xB834ADD2\0x03A3E1F1,0x03A3E1F1,3062,2,.wsc/.csc script,105,path:gringo,12288,
1107,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xB9E4E7AA,0xB9E4E7AA,5482,2,.wsc/.csc script,103,path:gringo,20480,
471,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x97DCCC05,0x97DCCC05,19345,,,101,,,
509,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x14F0A2BA,0x14F0A2BA,14044,,,100,u16be:1194:1,,
802,root\content\release64\0x1230F707\0xBCDEEB2F,0xBCDEEB2F,6198,2,.wsc/.csc script,99,,20480,
1256,root\content\release64\0x72440E09\0x96E04D47\0x1226307C\0xCC2E6E15,0xCC2E6E15,3845,2,.wsc/.csc script,99,,12288,
809,root\content\release64\0x1230F707\0xB3388FBE\0x27F0B951,0x27F0B951,1819,2,.wsc/.csc script,97,,12288,
842,root\content\release64\0x1230F707\0xB3388FBE\0xD7A5C46F,0xD7A5C46F,1848,2,.wsc/.csc script,97,,12288,
936,root\content\release64\scripting\gringo\0xB834ADD2\0x407D1766,0x407D1766,3281,2,.wsc/.csc script,97,path:gringo,12288,
146,root\content\0x0ADC283D\0xB2E264EF,0xB2E264EF,16014,,,96,,,
1141,root\content\release64\mexico\0x96E04D47\0xBA7BFA3B\0xBA7F25F9,0xBA7F25F9,2749,2,.wsc/.csc script,96,,12288,
1146,root\content\release64\mexico\0x96E04D47\0xED235679\0x1C738935,0x1C738935,2689,2,.wsc/.csc script,96,,12288,
1517,root\content\release64\0xC06BF8AB\0xF0C82254\0x8CB75243,0x8CB75243,4370,2,.wsc/.csc script,96,,12288,
1564,root\content\release64\frontier\0x96E04D47\0x4C611E0B\0x1A96EE21,0x1A96EE21,2689,2,.wsc/.csc script,96,,12288,
1577,root\content\release64\frontier\0x96E04D47\0xA2797924\0xA7144F48,0xA7144F48,2746,2,.wsc/.csc script,96,,12288,
639,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x4C96E431,0x4C96E431,14748,,,95,,,
816,root\content\release64\0x1230F707\0xB3388FBE\0x5365DFB9,0x5365DFB9,3425,2,.wsc/.csc script,95,,20480,
1253,root\content\release64\0x72440E09\0x96E04D47\0x1226307C\0x3D13573A,0x3D13573A,3560,2,.wsc/.csc script,95,,12288,
1262,root\content\release64\0x72440E09\0x96E04D47\0x65A948C5\0x0F0D674B,0x0F0D674B,2717,2,.wsc/.csc script,95,,12288,
1264,root\content\release64\0x72440E09\0x96E04D47\0x6619212F\0x43EBC365,0x43EBC365,1249,2,.wsc/.csc script,95,,4096,
658,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xF00CAC9C,0xF00CAC9C,15936,,,94,,,
833,root\content\release64\0x1230F707\0xB3388FBE\0xAAECB983,0xAAECB983,2672,2,.wsc/.csc script,94,,12288,
873,root\content\release64\scripting\designerdefined\0x925E7C84\0xFAACDB27,0xFAACDB27,4533,2,.wsc/.csc script,94,,20480,
1129,root\content\release64\mexico\0x96E04D47\0x0BEFD7E2\0xDF533FFE,0xDF533FFE,3293,2,.wsc/.csc script,94,,12288,
1149,root\content\release64\mexico\0x96E04D47\0xED591571\0x6CB8C648,0x6CB8C648,3291,2,.wsc/.csc script,94,,12288,
1270,root\content\release64\0x72440E09\0x96E04D47\0xD27DEC26\0xB4EE4C3F,0xB4EE4C3F,3226,2,.wsc/.csc script,94,,12288,
1579,root\content\release64\frontier\0x96E04D47\0xB2D95202\0x623EB59D,0x623EB59D,3296,2,.wsc/.csc script,94,,12288,
1586,root\content\release64\frontier\0x96E04D47\0xD78EB91E\0x4BFAB924,0x4BFAB924,3239,2,.wsc/.csc script,94,,12288,
601,root\content\release64\dlc\0x22398628\0xC5C07009\0x5E7EAB60,0x5E7EAB60,4558,2,.wsc/.csc script,93,,20480,
870,root\content\release64\scripting\designerdefined\0x925E7C84\0xCFFBE20F,0xCFFBE20F,3136,2,.wsc/.csc script,93,,12288,
1100,root\content\release64\scripting\gringo\0xCF6B36EF\0x2562623A\0x582C8715,0x582C8715,1141,2,.wsc/.csc script,92,path:gringo,4096,
1134,root\content\release64\mexico\0x96E04D47\0x681963C7\0xC3C8CC0F,0xC3C8CC0F,2563,2,.wsc/.csc script,92,,12288,
1142,root\content\release64\mexico\0x96E04D47\0xBAA5848F\0x0D8AE394,0x0D8AE394,2611,2,.wsc/.csc script,92,,8192,
1143,root\content\release64\mexico\0x96E04D47\0xBAA5848F\0xF290B991,0xF290B991,1247,2,.wsc/.csc script,92,,4096,
1144,root\content\release64\mexico\0x96E04D47\0xDA4A2117\0x11D0725E,0x11D0725E,2562,2,.wsc/.csc script,92,,12288,
1566,root\content\release64\frontier\0x96E04D47\0x595BD762\0x11BD5974,0x11BD5974,1249,2,.wsc/.csc script,92,,4096,
1572,root\content\release64\frontier\0x96E04D47\0x958D5CF1\0x3666FC05,0x3666FC05,2561,2,.wsc/.csc script,92,,12288,
1583,root\content\release64\frontier\0x96E04D47\0xD1C6A9DB\0x258A5636,0x258A5636,1248,2,.wsc/.csc script,92,,4096,
1584,root\content\release64\frontier\0x96E04D47\0xD1C6A9DB\0xD355B6C8,0xD355B6C8,2608,2,.wsc/.csc script,92,,8192,
565,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044\0xE0253103,0xE0253103,21682,,,91,,,
821,root\content\release64\0x1230F707\0xB3388FBE\0x6BC20FA3,0x6BC20FA3,3381,2,.wsc/.csc script,91,,20480,
827,root\content\release64\0x1230F707\0xB3388FBE\0x8B823AF7,0x8B823AF7,2723,2,.wsc/.csc script,91,,12288,
993,root\content\release64\scripting\gringo\0xB834ADD2\0x7D6E4638,0x7D6E4638,2413,2,.wsc/.csc script,91,path:gringo,8192,
1267,root\content\release64\0x72440E09\0x96E04D47\0xCDECB3E7\0x5E215ABB,0x5E215ABB,3361,2,.wsc/.csc script,91,,12288,
1575,root\content\release64\frontier\0x96E04D47\0x9A5D7159\0x94BD60A1,0x94BD60A1,3248,2,.wsc/.csc script,91,,12288,
6,root\content\0xA57F233C,0xA57F233C,1293,,,90,u16le:1194:1,,
127,root\content\dlc\0xEB639858\0xA731F262,0xA731F262,7472,,,89,u16be:1194:1,,
611,root\content\release64\dlc\0x22398628\0xC5C07009\0xA9760E05,0xA9760E05,16107,,,89,,,
807,root\content\release64\0x1230F707\0xB3388FBE\0x1FFB3526,0x1FFB3526,1792,2,.wsc/.csc script,89,,8192,
1567,root\content\release64\frontier\0x96E04D47\0x595BD762\0x51CD4B6A,0x51CD4B6A,2611,2,.wsc/.csc script,89,,8192,
220,root\content\ui\pausemenu\options.sc.xml,options.sc.xml,6251,,,88,u16be:1193:1,,
566,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0x04EA1D84,0x04EA1D84,20710,,,88,,,
581,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0xFE026A11,0xFE026A11,19116,,,88,,,
830,root\content\release64\0x1230F707\0xB3388FBE\0x99E5043B,0x99E5043B,2502,2,.wsc/.csc script,88,,12288,
354,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0x6779CD8C,0x6779CD8C,2464,,,87,u16le:1194:1,,
613,root\content\release64\dlc\0x22398628\0xC5C07009\0xC21B777E,0xC21B777E,4549,2,.wsc/.csc script,87,,20480,
641,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x82364299,0x82364299,7118,,,87,u16be:1194:1,,
845,root\content\release64\0x1230F707\0xB3388FBE\0xF0F9DAFC,0xF0F9DAFC,2786,2,.wsc/.csc script,87,,12288,
217,root\content\ui\pausemenu\journal.sc.xml,journal.sc.xml,2594,,,86,u16le:1194:1,,
818,root\content\release64\0x1230F707\0xB3388FBE\0x58F489EB,0x58F489EB,2330,2,.wsc/.csc script,86,,12288,
812,root\content\release64\0x1230F707\0xB3388FBE\0x3F5E3CAA,0x3F5E3CAA,1937,2,.wsc/.csc script,85,,12288,
813,root\content\release64\0x1230F707\0xB3388FBE\0x417A0F5D,0x417A0F5D,2264,2,.wsc/.csc script,85,,12288,
841,root\content\release64\0x1230F707\0xB3388FBE\0xD72699CF,0xD72699CF,2546,2,.wsc/.csc script,85,,12288,
1265,root\content\release64\0x72440E09\0x96E04D47\0x6619212F\0x4AB6A9A7,0x4AB6A9A7,2587,2,.wsc/.csc script,85,,8192,
822,root\content\release64\0x1230F707\0xB3388FBE\0x6EF600D1,0x6EF600D1,2702,2,.wsc/.csc script,84,,12288,
826,root\content\release64\0x1230F707\0xB3388FBE\0x8601D750,0x8601D750,1887,2,.wsc/.csc script,84,,12288,
1260,root\content\release64\0x72440E09\0x96E04D47\0x5E4B58AA\0x0E46C259,0x0E46C259,2581,2,.wsc/.csc script,84,,12288,
380,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xB5D8AC31,0xB5D8AC31,2328,,,83,u16be:1193:1,,
823,root\content\release64\0x1230F707\0xB3388FBE\0x759D79F4,0x759D79F4,2128,2,.wsc/.csc script,83,,12288,
1041,root\content\release64\scripting\gringo\0xB834ADD2\0xC94E7AF1,0xC94E7AF1,1146,2,.wsc/.csc script,83,path:gringo,4096,
1410,root\content\release64\0x96E04D47\0x522AA0C6\0x3C4FB18A,0x3C4FB18A,1207,2,.wsc/.csc script,83,,4096,
521,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x8EB5BF51,0x8EB5BF51,20647,,,82,,,
660,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xFB95AEFD,0xFB95AEFD,14031,,,82,,,
371,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0x9B60793C,0x9B60793C,2642,2,.wsc/.csc script,81,,12288,
835,root\content\release64\0x1230F707\0xB3388FBE\0xBF49EC65,0xBF49EC65,2259,2,.wsc/.csc script,81,,12288,
839,root\content\release64\0x1230F707\0xB3388FBE\0xD3979097,0xD3979097,2504,2,.wsc/.csc script,81,,12288,
843,root\content\release64\0x1230F707\0xB3388FBE\0xE6294E75,0xE6294E75,2395,2,.wsc/.csc script,80,,12288,
