index,path,name,size,resource_type,resource_type_hint,score,reasons,decoded_size,decode_error
1439,root\content\release64\0xC06BF8AB\0x18DF302B\0x962BD8F5\0x9C506DF9,0x9C506DF9,11189,2,.wsc/.csc script,340,u16be:1193:1,28672,
543,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0xD708C2DC,0xD708C2DC,18300,2,.wsc/.csc script,339,,45056,
554,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0xBFECA404,0xBFECA404,18544,2,.wsc/.csc script,339,,45056,
982,root\content\release64\scripting\gringo\0xB834ADD2\0x7292F42F,0x7292F42F,14118,2,.wsc/.csc script,339,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1518,root\content\release64\0xC06BF8AB\0xF0C82254\0xA7A82164,0xA7A82164,23283,2,.wsc/.csc script,339,,57344,
1395,root\content\release64\0x93896EB6\0xF4276F17\0xD47D236E,0xD47D236E,20609,2,.wsc/.csc script,338,,53248,
1391,root\content\release64\0x93896EB6\0xF0BE8E5D\0x0FB8D461,0x0FB8D461,18803,2,.wsc/.csc script,337,,45056,
1369,root\content\release64\0x93896EB6\0xC0B40CB5\0x714E3B58,0x714E3B58,18549,2,.wsc/.csc script,335,,45056,
1671,root\content\release64\frontier\0xFCCF2B76\0x08204053\0x95997522\0x21E03E24,0x21E03E24,26706,2,.wsc/.csc script,335,,69632,
488,root\content\release64\dlc\0x22398628\system\0xC4F6FFCE,0xC4F6FFCE,45140,,,334,u16be:1193:2,,
546,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0xF1AADBCE,0xF1AADBCE,18838,2,.wsc/.csc script,334,,45056,
1352,root\content\release64\0x93896EB6\0x8C024AAA\0x0A2F7ACC,0x0A2F7ACC,21068,2,.wsc/.csc script,334,,53248,
1397,root\content\release64\0x93896EB6\0xF9900054\0x2B543069,0x2B543069,16521,2,.wsc/.csc script,334,,40960,
1460,root\content\release64\0xC06BF8AB\0x4555D910\0x11C2DDEC,0x11C2DDEC,23502,2,.wsc/.csc script,334,,57344,
967,root\content\release64\scripting\gringo\0xB834ADD2\0x63B9E3B7,0x63B9E3B7,8883,2,.wsc/.csc script,332,path:gringo;u16be:1193:1;u16be:1194:1,20480,
974,root\content\release64\scripting\gringo\0xB834ADD2\0x6A2990DB,0x6A2990DB,10726,2,.wsc/.csc script,332,path:gringo;u16be:1193:11,28672,
1007,root\content\release64\scripting\gringo\0xB834ADD2\0x9BA606A9,0x9BA606A9,15832,2,.wsc/.csc script,330,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1023,root\content\release64\scripting\gringo\0xB834ADD2\0xAD658488,0xAD658488,16085,2,.wsc/.csc script,330,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
455,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x52EFE82F,0x52EFE82F,15394,2,.wsc/.csc script,327,,45056,
728,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x3E6DF577\0x111AF314,0x111AF314,37524,,,326,u16le:1194:2;u16le:1193:3,,
953,root\content\release64\scripting\gringo\0xB834ADD2\0x54CFCC5E,0x54CFCC5E,14365,2,.wsc/.csc script,325,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
977,root\content\release64\scripting\gringo\0xB834ADD2\0x71307C99,0x71307C99,14378,2,.wsc/.csc script,325,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1377,root\content\release64\0x93896EB6\0xD939EC28\0x675586D3,0x675586D3,21610,2,.wsc/.csc script,325,,53248,
1031,root\content\release64\scripting\gringo\0xB834ADD2\0xBDF3782B,0xBDF3782B,9208,2,.wsc/.csc script,324,path:gringo;u16be:1193:1;u16be:1194:1,20480,
1106,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xA9DA82C7,0xA9DA82C7,23545,2,.wsc/.csc script,322,path:gringo,61440,
1398,root\content\release64\0x93896EB6\0xF9900054\0xAB865FDE,0xAB865FDE,16176,2,.wsc/.csc script,321,,36864,
515,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x1B363C03,0x1B363C03,17526,2,.wsc/.csc script,319,,40960,
578,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0x7F3A502A,0x7F3A502A,20235,2,.wsc/.csc script,319,,53248,
983,root\content\release64\scripting\gringo\0xB834ADD2\0x73D1F563,0x73D1F563,14065,2,.wsc/.csc script,319,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1454,root\content\release64\0xC06BF8AB\0x43DCBEC5\0xC5AC15CA,0xC5AC15CA,19810,2,.wsc/.csc script,319,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,53248,
1468,root\content\release64\0xC06BF8AB\0x4555D910\0x4B795457,0x4B795457,19381,2,.wsc/.csc script,319,,53248,
561,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044\0x8FD45603,0x8FD45603,19313,2,.wsc/.csc script,318,,53248,
622,root\content\release64\dlc\0x22398628\0xC5C07009\0xED0DB344,0xED0DB344,14275,2,.wsc/.csc script,318,u16be:1194:1,36864,
1185,root\content\release64\mexico\0xD8416B09\0xC5F5E231\0x571D9BE4,0x571D9BE4,19842,2,.wsc/.csc script,318,,69632,
567,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0x159B4FA8,0x159B4FA8,20684,,,317,u16be:1194:1;u16le:1193:1;u16le:1194:1,,
1390,root\content\release64\0x93896EB6\0xE58C262D\0xE46617AA,0xE46617AA,20661,2,.wsc/.csc script,317,,53248,
1334,root\content\release64\0x93896EB6\0x6D27ED62\0xF8B91694,0xF8B91694,18387,2,.wsc/.csc script,316,,45056,
629,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x00F29942,0x00F29942,14166,2,.wsc/.csc script,315,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1328,root\content\release64\0x93896EB6\0x1C4919DA\0x0D0F814F,0x0D0F814F,16618,2,.wsc/.csc script,315,,40960,
1367,root\content\release64\0x93896EB6\0xB83FEA05\0xC51FDED8,0xC51FDED8,16401,2,.wsc/.csc script,315,,36864,
1396,root\content\release64\0x93896EB6\0xF9900054\0x21BF0466,0x21BF0466,16150,2,.wsc/.csc script,315,,36864,
527,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x200069EC,0x200069EC,20022,2,.wsc/.csc script,314,,53248,
678,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x34A3B17E,0x34A3B17E,22927,2,.wsc/.csc script,314,,77824,
531,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x74730566,0x74730566,20628,,,313,u16be:1194:1;u16le:1193:1;u16le:1194:1,,
655,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xEAC23D8A,0xEAC23D8A,13457,2,.wsc/.csc script,313,u16be:1194:1,36864,
1061,root\content\release64\scripting\gringo\0xB834ADD2\0xE3BCCF34,0xE3BCCF34,16435,2,.wsc/.csc script,313,path:gringo,36864,
571,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0x5E5DD9BF,0x5E5DD9BF,19830,2,.wsc/.csc script,312,,53248,
547,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0xF9858227,0xF9858227,19668,2,.wsc/.csc script,310,,53248,
568,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0x2D010D86,0x2D010D86,20959,2,.wsc/.csc script,310,,53248,
1335,root\content\release64\0x93896EB6\0x701D8BF0\0x1F466B35,0x1F466B35,17109,2,.wsc/.csc script,310,,40960,
671,root\content\release64\dlc\0x22398628\0xDCF649E3\0x988DE351\0x5359A143,0x5359A143,48333,,,309,u16le:1194:1;u16le:1193:1,,
940,root\content\release64\scripting\gringo\0xB834ADD2\0x455AD11D,0x455AD11D,10105,2,.wsc/.csc script,309,path:gringo;u16be:1194:1,24576,
1448,root\content\release64\0xC06BF8AB\0x43DCBEC5\0x917C281A,0x917C281A,14732,2,.wsc/.csc script,309,u16be:1194:3,36864,
577,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0x1FA33334,0x1FA33334,19418,2,.wsc/.csc script,308,,53248,
1376,root\content\release64\0x93896EB6\0xD939EC28\0x1CE4CC37,0x1CE4CC37,17536,2,.wsc/.csc script,308,,40960,
602,root\content\release64\dlc\0x22398628\0xC5C07009\0x60014CEA,0x60014CEA,30403,2,.wsc/.csc script,306,,73728,
892,root\content\release64\scripting\gringo\0xB834ADD2\0x0A63C625,0x0A63C625,14179,2,.wsc/.csc script,306,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1332,root\content\release64\0x93896EB6\0x6D27ED62\0x2D3FDD29,0x2D3FDD29,15984,2,.wsc/.csc script,306,,36864,
708,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xEA40CE83,0xEA40CE83,15752,2,.wsc/.csc script,305,,53248,
727,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x12480F65\0x429CB7C4,0x429CB7C4,35765,,,305,u16be:1194:1;u16le:1193:2,,
1394,root\content\release64\0x93896EB6\0xF4276F17\0x307D65A7,0x307D65A7,16152,2,.wsc/.csc script,305,,36864,
1473,root\content\release64\0xC06BF8AB\0x4555D910\0x6F91101B,0x6F91101B,11546,2,.wsc/.csc script,304,u16be:1194:2,28672,
1674,root\content\release64\frontier\0xFCCF2B76\0x3E6DF577\0x0FC5F976,0x0FC5F976,21866,2,.wsc/.csc script,304,,73728,
1342,root\content\release64\0x93896EB6\0x8296713E\0x83D8E5C0,0x83D8E5C0,16286,2,.wsc/.csc script,303,,36864,
1370,root\content\release64\0x93896EB6\0xC0B40CB5\0x7A600FB9,0x7A600FB9,16207,2,.wsc/.csc script,303,,36864,
1673,root\content\release64\frontier\0xFCCF2B76\0x12480F65\0xED1B9248,0xED1B9248,20414,2,.wsc/.csc script,303,,69632,
1333,root\content\release64\0x93896EB6\0x6D27ED62\0xE5D61ED1,0xE5D61ED1,15915,2,.wsc/.csc script,302,,36864,
1373,root\content\release64\0x93896EB6\0xCADD9676\0x3187DC26,0x3187DC26,15884,2,.wsc/.csc script,302,,36864,
436,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x86B4F8A8\0x154B5012,0x154B5012,37408,,,301,u16be:1194:1;u16le:1193:1,,
985,root\content\release64\scripting\gringo\0xB834ADD2\0x74758DE0,0x74758DE0,14552,2,.wsc/.csc script,301,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
548,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0x3DEEDFF4,0x3DEEDFF4,21902,2,.wsc/.csc script,299,,53248,
1337,root\content\release64\0x93896EB6\0x701D8BF0\0x73467372,0x73467372,15920,2,.wsc/.csc script,299,,36864,
510,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x4535036B,0x4535036B,15157,2,.wsc/.csc script,298,,36864,
718,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xA51AF855\0xA740DF5A,0xA740DF5A,47827,,,298,u16le:1194:1,,
1344,root\content\release64\0x93896EB6\0x8296713E\0xDA545660,0xDA545660,11806,2,.wsc/.csc script,298,u16be:1193:1,36864,
1356,root\content\release64\0x93896EB6\0x9156BC25\0x612D0BE3,0x612D0BE3,16079,2,.wsc/.csc script,298,,36864,
1368,root\content\release64\0x93896EB6\0xC0B40CB5\0x67173AC3,0x67173AC3,16014,2,.wsc/.csc script,298,,36864,
1388,root\content\release64\0x93896EB6\0xE58C262D\0x7AB20902,0x7AB20902,16023,2,.wsc/.csc script,298,,36864,
712,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\benedict_point\0xB70C40A3,0xB70C40A3,29596,,,295,u16be:1194:1;u16be:1193:1;u16le:1193:1,,
722,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0xC4B02D17,0xC4B02D17,21916,,,295,u16be:1193:2;u16le:1193:1;u16le:1194:1,,
925,root\content\release64\scripting\gringo\0xB834ADD2\0x3394ABD0,0x3394ABD0,9919,2,.wsc/.csc script,295,path:gringo;u16be:1194:4,24576,
958,root\content\release64\scripting\gringo\0xB834ADD2\0x5A2E3DD1,0x5A2E3DD1,9919,2,.wsc/.csc script,295,path:gringo;u16be:1194:4,24576,
1360,root\content\release64\0x93896EB6\0x9156BC25\0xB9F7AC44,0xB9F7AC44,15869,2,.wsc/.csc script,295,,36864,
1533,root\content\release64\frontier\0x2BE0ECA6\0xE29CF626,0xE29CF626,20846,2,.wsc/.csc script,295,,77824,
624,root\content\release64\dlc\0x22398628\0xC5C07009\0xF3E85651,0xF3E85651,15800,2,.wsc/.csc script,293,,36864,
1340,root\content\release64\0x93896EB6\0x8296713E\0x16FD13FD,0x16FD13FD,15695,2,.wsc/.csc script,293,,36864,
1496,root\content\release64\0xC06BF8AB\0xB3EB27E8\0x287D78BC,0x287D78BC,15055,2,.wsc/.csc script,291,,36864,
582,root\content\release64\dlc\0x22398628\0x93896EB6\false\0x14707BDC,0x14707BDC,15086,2,.wsc/.csc script,290,,36864,
759,root\content\release64\multiplayer\0xD0C4902C,0xD0C4902C,14522,2,.wsc/.csc script,289,u16be:1193:2;u16be:1194:2,36864,
1323,root\content\release64\0x93896EB6\0x19F334A3\0x09AEB57E,0x09AEB57E,17947,2,.wsc/.csc script,289,,45056,
1363,root\content\release64\0x93896EB6\0xA478703E\0x4B614594,0x4B614594,15592,2,.wsc/.csc script,289,,36864,
907,root\content\release64\scripting\gringo\0xB834ADD2\0x1F6F2524,0x1F6F2524,10562,2,.wsc/.csc script,288,path:gringo,24576,
928,root\content\release64\scripting\gringo\0xB834ADD2\0x368CB554,0x368CB554,10563,2,.wsc/.csc script,288,path:gringo,24576,
979,root\content\release64\scripting\gringo\0xB834ADD2\0x71EC0585,0x71EC0585,10561,2,.wsc/.csc script,288,path:gringo,24576,
1056,root\content\release64\scripting\gringo\0xB834ADD2\0xDDF236FA,0xDDF236FA,10562,2,.wsc/.csc script,288,path:gringo,24576,
1380,root\content\release64\0x93896EB6\0xDF1F4BEB\0xA63E134E,0xA63E134E,15540,2,.wsc/.csc script,288,,36864,
1501,root\content\release64\0xC06BF8AB\0xBEF91890\0x8BA0B1B9,0x8BA0B1B9,17945,2,.wsc/.csc script,288,,45056,
473,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x14EF9BBB\0x75F47E2B,0x75F47E2B,30094,,,287,u16be:1194:1;u16le:1194:3,,
1072,root\content\release64\scripting\gringo\0xB834ADD2\0xF86C8E72,0xF86C8E72,10862,2,.wsc/.csc script,287,path:gringo,28672,
1326,root\content\release64\0x93896EB6\0x19F334A3\0x7D335A9B,0x7D335A9B,16029,2,.wsc/.csc script,287,,36864,
1354,root\content\release64\0x93896EB6\0x8C024AAA\0xE242E345,0xE242E345,15623,2,.wsc/.csc script,287,,36864,
477,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0xDDDDA91E\0x2396FD91,0x2396FD91,27921,,,286,u16be:1194:1;u16be:1193:1,,
1358,root\content\release64\0x93896EB6\0x9156BC25\0xA5DF6A59,0xA5DF6A59,15386,2,.wsc/.csc script,286,,36864,
1349,root\content\release64\0x93896EB6\0x88CD6187\0xB645043D,0xB645043D,12044,2,.wsc/.csc script,285,,36864,
761,root\content\release64\multiplayer\0xD47D26D6,0xD47D26D6,29529,2,.wsc/.csc script,284,,73728,
899,root\content\release64\scripting\gringo\0xB834ADD2\0x15AC22EB,0x15AC22EB,10777,2,.wsc/.csc script,284,path:gringo,28672,
909,root\content\release64\scripting\gringo\0xB834ADD2\0x22339019,0x22339019,10752,2,.wsc/.csc script,284,path:gringo,28672,
964,root\content\release64\scripting\gringo\0xB834ADD2\0x6327A14E,0x6327A14E,10639,2,.wsc/.csc script,284,path:gringo,24576,
991,root\content\release64\scripting\gringo\0xB834ADD2\0x79E34D50,0x79E34D50,10791,2,.wsc/.csc script,284,path:gringo,28672,
1015,root\content\release64\scripting\gringo\0xB834ADD2\0xA6A551C7,0xA6A551C7,10777,2,.wsc/.csc script,284,path:gringo,28672,
1068,root\content\release64\scripting\gringo\0xB834ADD2\0xF2DA97BC,0xF2DA97BC,10832,2,.wsc/.csc script,284,path:gringo,28672,
1325,root\content\release64\0x93896EB6\0x19F334A3\0x4A6510BE,0x4A6510BE,16045,2,.wsc/.csc script,284,,36864,
934,root\content\release64\scripting\gringo\0xB834ADD2\0x3CFE623B,0x3CFE623B,14477,2,.wsc/.csc script,283,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1242,root\content\release64\0x72440E09\0x65BC9DB1\0x79A33999\0x160A86F1,0x160A86F1,13316,2,.wsc/.csc script,282,,40960,
631,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x09847B33,0x09847B33,10469,2,.wsc/.csc script,281,u16be:1193:1,24576,
937,root\content\release64\scripting\gringo\0xB834ADD2\0x41A93067,0x41A93067,10686,2,.wsc/.csc script,281,path:gringo,24576,
1375,root\content\release64\0x93896EB6\0xCADD9676\0xA342FCC5,0xA342FCC5,19416,2,.wsc/.csc script,281,,53248,
406,root\content\release64\dlc\0x22398628\0x6193D61F\0x8AC97F5B,0x8AC97F5B,47385,,,280,u16be:1193:1,,
512,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x08D9B9A2,0x08D9B9A2,13040,2,.wsc/.csc script,280,,36864,
519,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x5F451037,0x5F451037,13041,2,.wsc/.csc script,280,,36864,
520,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x8445DBEB,0x8445DBEB,13045,2,.wsc/.csc script,280,,36864,
522,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x9E61A2F0,0x9E61A2F0,13041,2,.wsc/.csc script,280,,36864,
523,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0xC80FF3FC,0xC80FF3FC,13041,2,.wsc/.csc script,280,,36864,
699,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x3E7DCFFC\0x746D885E,0x746D885E,35749,,,279,u16be:1193:1,,
1385,root\content\release64\0x93896EB6\0xE545AD6D\0xDE5C3636,0xDE5C3636,16584,2,.wsc/.csc script,279,,40960,
511,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x5D6D1575,0x5D6D1575,13532,2,.wsc/.csc script,278,,36864,
1346,root\content\release64\0x93896EB6\0x88CD6187\0x182C74F4,0x182C74F4,11926,2,.wsc/.csc script,278,,36864,
1386,root\content\release64\0x93896EB6\0xE58C262D\0x39C89237,0x39C89237,20398,2,.wsc/.csc script,278,,53248,
442,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xB32EA4D6,0xB32EA4D6,16147,2,.wsc/.csc script,277,,53248,
753,root\content\release64\multiplayer\0x7720E180,0x7720E180,25471,2,.wsc/.csc script,277,,57344,
723,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0xD29FD57B,0xD29FD57B,20098,2,.wsc/.csc script,276,,69632,
1052,root\content\release64\scripting\gringo\0xB834ADD2\0xD753A4D3,0xD753A4D3,11454,2,.wsc/.csc script,276,path:gringo,28672,
600,root\content\release64\dlc\0x22398628\0xC5C07009\0x5E36A328,0x5E36A328,14269,2,.wsc/.csc script,275,,36864,
725,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x08204053\0xD5820AB0,0xD5820AB0,35209,,,275,u16le:1193:1,,
1330,root\content\release64\0x93896EB6\0x1C4919DA\0xB53379E2,0xB53379E2,15389,2,.wsc/.csc script,275,,36864,
715,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x7D5CC750\0xC46EE56F,0xC46EE56F,30380,,,272,u16be:1194:1;u16le:1194:1,,
1037,root\content\release64\scripting\gringo\0xB834ADD2\0xC63B4EB5,0xC63B4EB5,10679,2,.wsc/.csc script,272,path:gringo,28672,
1324,root\content\release64\0x93896EB6\0x19F334A3\0x11B1DBA0,0x11B1DBA0,15431,2,.wsc/.csc script,272,,36864,
1341,root\content\release64\0x93896EB6\0x8296713E\0x69D9E866,0x69D9E866,14886,2,.wsc/.csc script,272,,36864,
1374,root\content\release64\0x93896EB6\0xCADD9676\0x997153FB,0x997153FB,15428,2,.wsc/.csc script,272,,36864,
1455,root\content\release64\0xC06BF8AB\0x43DCBEC5\0xCA44DE5E,0xCA44DE5E,14140,2,.wsc/.csc script,272,,36864,
857,root\content\release64\scripting\designerdefined\0x7803D3D2,0x7803D3D2,18812,2,.wsc/.csc script,271,,53248,
1339,root\content\release64\0x93896EB6\0x701D8BF0\0xA63A44FF,0xA63A44FF,15241,2,.wsc/.csc script,271,,36864,
1389,root\content\release64\0x93896EB6\0xE58C262D\0x8902F0CE,0x8902F0CE,15245,2,.wsc/.csc script,271,,36864,
1283,root\content\release64\0x72440E09\0xDCF649E3\0x1580788D\0xCFAB2742,0xCFAB2742,9919,2,.wsc/.csc script,270,u16be:1194:4,24576,
1285,root\content\release64\0x72440E09\0xDCF649E3\0x2AD6A33D\0x22D334D1,0x22D334D1,9919,2,.wsc/.csc script,270,u16be:1194:4,24576,
1286,root\content\release64\0x72440E09\0xDCF649E3\0x721231B3\0x6C20818B,0x6C20818B,9919,2,.wsc/.csc script,270,u16be:1194:4,24576,
1303,root\content\release64\0x72440E09\0xDCF649E3\0xF206B19A\0x30D0B2DD,0x30D0B2DD,9919,2,.wsc/.csc script,270,u16be:1194:4,24576,
1510,root\content\release64\0xC06BF8AB\0xF0C82254\0x2453DC52,0x2453DC52,15619,2,.wsc/.csc script,270,,36864,
1063,root\content\release64\scripting\gringo\0xB834ADD2\0xE85093DC,0xE85093DC,9060,2,.wsc/.csc script,269,path:gringo;u16be:1193:1,20480,
1153,root\content\release64\mexico\0xB1531168\0x43124D93,0x43124D93,17962,2,.wsc/.csc script,269,,69632,
1329,root\content\release64\0x93896EB6\0x1C4919DA\0x8850FB82,0x8850FB82,15270,2,.wsc/.csc script,268,,36864,
1336,root\content\release64\0x93896EB6\0x701D8BF0\0x61CA271F,0x61CA271F,15282,2,.wsc/.csc script,268,,36864,
1347,root\content\release64\0x93896EB6\0x88CD6187\0x46865B4A,0x46865B4A,15361,2,.wsc/.csc script,268,,36864,
1661,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0x8FC77E3B,0x8FC77E3B,14836,2,.wsc/.csc script,268,u16be:1193:1,36864,
931,root\content\release64\scripting\gringo\0xB834ADD2\0x3A5EBB49,0x3A5EBB49,11513,2,.wsc/.csc script,267,path:gringo,28672,
1361,root\content\release64\0x93896EB6\0xA478703E\0x1932C12F,0x1932C12F,16674,2,.wsc/.csc script,267,,40960,
1450,root\content\release64\0xC06BF8AB\0x43DCBEC5\0x931A94C7,0x931A94C7,17924,2,.wsc/.csc script,267,,40960,
1521,root\content\release64\0xC06BF8AB\0xF0C82254\0xEA0CA5E5,0xEA0CA5E5,14573,2,.wsc/.csc script,267,,36864,
450,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xC5F5E231\0x7B841450,0x7B841450,35666,,,266,u16be:1193:1;u16le:1194:1,,
558,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044\0x1CA34AAC,0x1CA34AAC,12938,2,.wsc/.csc script,266,,36864,
923,root\content\release64\scripting\gringo\0xB834ADD2\0x33412FFA,0x33412FFA,8806,2,.wsc/.csc script,265,path:gringo;u16be:1194:2,20480,
1048,root\content\release64\scripting\gringo\0xB834ADD2\0xD1DF537C,0xD1DF537C,9080,2,.wsc/.csc script,265,path:gringo;u16be:1194:2,20480,
1180,root\content\release64\mexico\0xD8416B09\0xD2894B29,0xD2894B29,14337,2,.wsc/.csc script,265,,53248,
688,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xB63984C3\0x330587D6,0x330587D6,30788,,,262,u16be:1194:1;u16le:1194:2,,
896,root\content\release64\scripting\gringo\0xB834ADD2\0x0DD366EF,0x0DD366EF,8793,2,.wsc/.csc script,261,path:gringo,20480,
586,root\content\release64\dlc\0x22398628\0xC5C07009\0x11F14F02,0x11F14F02,15964,2,.wsc/.csc script,260,,36864,
594,root\content\release64\dlc\0x22398628\0xC5C07009\0x493B1A4A,0x493B1A4A,19194,2,.wsc/.csc script,260,,45056,
965,root\content\release64\scripting\gringo\0xB834ADD2\0x634BFE50,0x634BFE50,8669,2,.wsc/.csc script,260,path:gringo;u16be:1194:2,20480,
1073,root\content\release64\scripting\gringo\0xB834ADD2\0xF8A26B13,0xF8A26B13,13217,2,.wsc/.csc script,259,path:gringo,36864,
961,root\content\release64\scripting\gringo\0xB834ADD2\0x5DF5F06D,0x5DF5F06D,16124,2,.wsc/.csc script,258,path:gringo,36864,
913,root\content\release64\scripting\gringo\0xB834ADD2\0x2ADA8295,0x2ADA8295,10292,2,.wsc/.csc script,257,path:gringo,24576,
954,root\content\release64\scripting\gringo\0xB834ADD2\0x56054514,0x56054514,10964,2,.wsc/.csc script,257,path:gringo,28672,
617,root\content\release64\dlc\0x22398628\0xC5C07009\0xD3ABE0A7,0xD3ABE0A7,15645,2,.wsc/.csc script,256,,36864,
1515,root\content\release64\0xC06BF8AB\0xF0C82254\0x5BE9460B,0x5BE9460B,17851,2,.wsc/.csc script,256,,45056,
647,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xB31FF779,0xB31FF779,9083,2,.wsc/.csc script,255,,20480,
917,root\content\release64\scripting\gringo\0xB834ADD2\0x2E6D8A77,0x2E6D8A77,8438,2,.wsc/.csc script,255,path:gringo;u16be:1194:2,20480,
626,root\content\release64\dlc\0x22398628\0xC5C07009\0xF867511B,0xF867511B,16382,,,254,u16be:1194:3;u16le:1193:2,,
1357,root\content\release64\0x93896EB6\0x9156BC25\0x8B29DEC3,0x8B29DEC3,12466,2,.wsc/.csc script,254,,36864,
619,root\content\release64\dlc\0x22398628\0xC5C07009\0xE4EF64C6,0xE4EF64C6,24004,2,.wsc/.csc script,253,,61440,
927,root\content\release64\scripting\gringo\0xB834ADD2\0x3510A3A2,0x3510A3A2,13728,2,.wsc/.csc script,253,path:gringo,36864,
593,root\content\release64\dlc\0x22398628\0xC5C07009\0x3AF7D454,0x3AF7D454,15941,2,.wsc/.csc script,252,,36864,
973,root\content\release64\scripting\gringo\0xB834ADD2\0x6A229F60,0x6A229F60,7917,2,.wsc/.csc script,251,path:gringo;u16be:1193:1,20480,
998,root\content\release64\scripting\gringo\0xB834ADD2\0x892C89ED,0x892C89ED,9140,2,.wsc/.csc script,251,path:gringo;u16be:1194:2,20480,
416,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCD18E0C8,0xCD18E0C8,18627,2,.wsc/.csc script,250,,69632,
614,root\content\release64\dlc\0x22398628\0xC5C07009\0xCD53B776,0xCD53B776,17759,2,.wsc/.csc script,250,,40960,
677,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x0ADB8CB8,0x0ADB8CB8,25098,,,250,u16be:1193:1;u16le:1193:1,,
908,root\content\release64\scripting\gringo\0xB834ADD2\0x2086E0FA,0x2086E0FA,9573,2,.wsc/.csc script,250,path:gringo;u16be:1193:1,20480,
922,root\content\release64\scripting\gringo\0xB834ADD2\0x32660789,0x32660789,10887,2,.wsc/.csc script,250,path:gringo,28672,
