index,path,name,name_hash,is_dir,parent,size,offset,resource_type,resource_type_hint,flag1_hex,flag2_hex
394,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xD853BDA9,0xD853BDA9,0xD853BDA9,False,322,1724,17455216,,,0x000006BC,0x00000000
395,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xDDCA21A5,0xDDCA21A5,0xDDCA21A5,False,322,1590,4128768,2,.wsc/.csc script,0x80000000,0x80000001
396,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xDDF53749,0xDDF53749,0xDDF53749,False,322,2029,4212736,2,.wsc/.csc script,0x80000000,0x80000003
397,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xE01E39EB,0xE01E39EB,0xE01E39EB,False,322,1751,17517896,,,0x000006D7,0x00000000
398,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xE302A175,0xE302A175,0xE302A175,False,322,1883,4141056,2,.wsc/.csc script,0x80000000,0x80000003
399,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xE7E2EA5D,0xE7E2EA5D,0xE7E2EA5D,False,322,2000,17515888,,,0x000007D0,0x00000000
400,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xEAC68553,0xEAC68553,0xEAC68553,False,322,2330,4188160,2,.wsc/.csc script,0x80000000,0x80000003
401,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xF29ED36A,0xF29ED36A,0xF29ED36A,False,322,1656,4116480,2,.wsc/.csc script,0x80000000,0x80000001
402,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xF4910F04,0xF4910F04,0xF4910F04,False,322,2515,4161536,2,.wsc/.csc script,0x80000000,0x80000003
403,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xF842CB68,0xF842CB68,0xF842CB68,False,322,1794,4204544,2,.wsc/.csc script,0x80000000,0x90000002
404,root\content\release64\dlc\0x22398628\0x1230F707\0xB3388FBE\0xFD1CF157,0xFD1CF157,0xFD1CF157,False,322,2198,4206592,2,.wsc/.csc script,0x80000000,0x80000003
405,root\content\release64\dlc\0x22398628\0x6193D61F\0x238209DF,0x238209DF,0x238209DF,False,292,8852,4673536,2,.wsc/.csc script,0x80000000,0x80000005
406,root\content\release64\dlc\0x22398628\0x6193D61F\0x8AC97F5B,0x8AC97F5B,0x8AC97F5B,False,292,47385,17957520,,,0x0000B919,0x00000000
407,root\content\release64\dlc\0x22398628\0x6193D61F\0xB03649BB,0xB03649BB,0xB03649BB,False,292,9216,18004912,,,0x00002400,0x00000000
408,root\content\release64\dlc\0x22398628\0x6193D61F\0xBBE2AE16,0xBBE2AE16,0xBBE2AE16,False,292,44115,4628480,2,.wsc/.csc script,0x80000000,0x9000001A
409,root\content\release64\dlc\0x22398628\mexico\0xB1531168,0xB1531168,0xB1531168,True,293,0,,,,0x00000000,0x00000000
410,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5,0xC98E26B5,0xC98E26B5,True,293,0,,,,0x00000000,0x00000000
411,root\content\release64\dlc\0x22398628\mexico\0xD8416B09,0xD8416B09,0xD8416B09,True,293,0,,,,0x00000000,0x00000000
412,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x14E29558,0x14E29558,0x14E29558,True,409,0,,,,0x00000000,0x00000000
413,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x154805E6,0x154805E6,0x154805E6,True,409,0,,,,0x00000000,0x00000000
414,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xB86B8818,0xB86B8818,0xB86B8818,True,409,0,,,,0x00000000,0x00000000
415,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCABD217C,0xCABD217C,0xCABD217C,True,409,0,,,,0x00000000,0x00000000
416,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCD18E0C8,0xCD18E0C8,0xCD18E0C8,False,409,18627,4362240,2,.wsc/.csc script,0x80000000,0x80000011
417,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCF5AC6C0,0xCF5AC6C0,0xCF5AC6C0,False,409,20349,17683848,,,0x00004F7D,0x00000000
418,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x14E29558\0x45146106,0x45146106,0x45146106,False,412,28182,4382720,2,.wsc/.csc script,0x80000000,0x80000011
419,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x14E29558\0xF6658BC2,0xF6658BC2,0xF6658BC2,False,412,30040,17704200,,,0x00007558,0x00000000
420,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x154805E6\0x2BE7AADD,0x2BE7AADD,0x2BE7AADD,False,413,33011,17771288,,,0x000080F3,0x00000000
421,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x154805E6\0x634074C1,0x634074C1,0x634074C1,False,413,30823,4446208,2,.wsc/.csc script,0x80000000,0x80000015
422,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xB86B8818\0x8D19AACF,0x8D19AACF,0x8D19AACF,False,414,34240,4411392,2,.wsc/.csc script,0x80000000,0x80000017
423,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xB86B8818\0xA68E62A4,0xA68E62A4,0xA68E62A4,False,414,37033,17734248,,,0x000090A9,0x00000000
424,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCABD217C\0x790698B0,0x790698B0,0x790698B0,False,415,39046,4478976,2,.wsc/.csc script,0x80000000,0x80000019
425,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCABD217C\0x7A8E503B,0x7A8E503B,0x7A8E503B,False,415,42185,17804304,,,0x0000A4C9,0x00000000
426,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x23368883,0x23368883,0x23368883,False,410,17416,17533840,,,0x00004408,0x00000000
427,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x32336E73,0x32336E73,0x32336E73,True,410,0,,,,0x00000000,0x00000000
428,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x581EA76C,0x581EA76C,0x581EA76C,True,410,0,,,,0x00000000,0x00000000
429,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x6FD51A58,0x6FD51A58,0x6FD51A58,False,410,16099,4218880,2,.wsc/.csc script,0x80000000,0x8000000D
430,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x86B4F8A8,0x86B4F8A8,0x86B4F8A8,True,410,0,,,,0x00000000,0x00000000
431,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0xADA32AC4,0xADA32AC4,0xADA32AC4,True,410,0,,,,0x00000000,0x00000000
432,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x32336E73\0x18F57300,0x18F57300,0x18F57300,False,427,31542,17583264,,,0x00007B36,0x00000000
433,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x32336E73\0x98F6F6DE,0x98F6F6DE,0x98F6F6DE,False,427,29532,4265984,2,.wsc/.csc script,0x80000000,0x90000013
434,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x581EA76C\0x883B31B4,0x883B31B4,0x883B31B4,False,428,29863,4235264,2,.wsc/.csc script,0x80000000,0x80000013
435,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x581EA76C\0xF873B056,0xF873B056,0xF873B056,False,428,31998,17551264,,,0x00007CFE,0x00000000
436,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x86B4F8A8\0x154B5012,0x154B5012,0x154B5012,False,430,37408,17614808,,,0x00009220,0x00000000
437,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x86B4F8A8\0x21FD5E53,0x21FD5E53,0x21FD5E53,False,430,34577,4296704,2,.wsc/.csc script,0x80000000,0x80000019
438,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0xADA32AC4\0x3DD3BD2A,0x3DD3BD2A,0x3DD3BD2A,False,431,29549,4331520,2,.wsc/.csc script,0x80000000,0x80000013
439,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0xADA32AC4\0xF101C874,0xF101C874,0xF101C874,False,431,31616,17652224,,,0x00007B80,0x00000000
440,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xA15A0CF1,0xA15A0CF1,0xA15A0CF1,True,411,0,,,,0x00000000,0x00000000
441,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xADE4FC13,0xADE4FC13,0xADE4FC13,False,411,17416,17846496,,,0x00004408,0x00000000
442,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xB32EA4D6,0xB32EA4D6,0xB32EA4D6,False,411,16147,4519936,2,.wsc/.csc script,0x80000000,0x8000000D
443,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xBF6244D7,0xBF6244D7,0xBF6244D7,True,411,0,,,,0x00000000,0x00000000
444,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xC5F5E231,0xC5F5E231,0xC5F5E231,True,411,0,,,,0x00000000,0x00000000
445,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xA15A0CF1\0x86B322CE,0x86B322CE,0x86B322CE,False,440,28956,17928560,,,0x0000711C,0x00000000
446,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xA15A0CF1\0x8F4D988F,0x8F4D988F,0x8F4D988F,False,440,27189,4599808,2,.wsc/.csc script,0x80000000,0x80000011
447,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xBF6244D7\0x1175A991,0x1175A991,0x1175A991,False,443,27219,4571136,2,.wsc/.csc script,0x80000000,0x80000011
448,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xBF6244D7\0x3CDB3A49,0x3CDB3A49,0x3CDB3A49,False,443,28963,17899592,,,0x00007123,0x00000000
449,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xC5F5E231\0x4A3B3417,0x4A3B3417,0x4A3B3417,False,444,33146,4536320,2,.wsc/.csc script,0x80000000,0x80000017
450,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xC5F5E231\0x7B841450,0x7B841450,0x7B841450,False,444,35666,17863920,,,0x00008B52,0x00000000
451,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868,0x0C925868,0x0C925868,True,294,0,,,,0x00000000,0x00000000
452,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1,0x65BC9DB1,0x65BC9DB1,True,294,0,,,,0x00000000,0x00000000
453,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x0B09FF1C,0x0B09FF1C,0x0B09FF1C,False,451,16561,18224288,,,0x000040B1,0x00000000
454,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\blackwater,blackwater,0x3EC4B1F5,True,451,0,,,,0x00000000,0x00000000
455,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x52EFE82F,0x52EFE82F,0x52EFE82F,False,451,15394,5214208,2,.wsc/.csc script,0x80000000,0x8000000B
456,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x530DB3B2,0x530DB3B2,0x530DB3B2,False,451,2012,5212160,2,.wsc/.csc script,0x80000000,0x80000003
457,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x5B87BA10,0x5B87BA10,0x5B87BA10,True,451,0,,,,0x00000000,0x00000000
458,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x941884F8,0x941884F8,0x941884F8,False,451,2056,18222224,,,0x00000808,0x00000000
459,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A,0x9A2C155A,0x9A2C155A,True,451,0,,,,0x00000000,0x00000000
460,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\blackwater\0x8ED3CEB7,0x8ED3CEB7,0x8ED3CEB7,False,454,55249,18278728,,,0x0000D7D1,0x00000000
461,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\blackwater\0xDFDFFAF5,0xDFDFFAF5,0xDFDFFAF5,False,454,50362,5269504,2,.wsc/.csc script,0x80000000,0x80000021
462,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x5B87BA10\0xAE719EF9,0xAE719EF9,0xAE719EF9,False,457,30322,18333984,,,0x00007672,0x00000000
463,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x5B87BA10\0xBD883B52,0xBD883B52,0xBD883B52,False,457,28466,5320704,2,.wsc/.csc script,0x80000000,0x90000012
464,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0x4032DF91,0x4032DF91,0x4032DF91,False,459,29324,5238784,2,.wsc/.csc script,0x80000000,0x90000012
465,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0x9D74BD85,0x9D74BD85,0x9D74BD85,False,459,6595,18240856,,,0x000019C3,0x00000000
466,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0xBD1208EA,0xBD1208EA,0xBD1208EA,False,459,6485,5230592,2,.wsc/.csc script,0x80000000,0x80000005
467,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0xBEFC70E1,0xBEFC70E1,0xBEFC70E1,False,459,31270,18247456,,,0x00007A26,0x00000000
468,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x14EF9BBB,0x14EF9BBB,0x14EF9BBB,True,452,0,,,,0x00000000,0x00000000
469,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x6AA21F8E,0x6AA21F8E,0x6AA21F8E,False,452,17691,5349376,2,.wsc/.csc script,0x80000000,0x9000000E
470,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x79A33999,0x79A33999,0x79A33999,True,452,0,,,,0x00000000,0x00000000
471,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x97DCCC05,0x97DCCC05,0x97DCCC05,False,452,19345,18364312,,,0x00004B91,0x00000000
472,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0xDDDDA91E,0xDDDDA91E,0xDDDDA91E,True,452,0,,,,0x00000000,0x00000000
473,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x14EF9BBB\0x75F47E2B,0x75F47E2B,0x75F47E2B,False,468,30094,18411592,,,0x0000758E,0x00000000
474,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x14EF9BBB\0xFEA11DBB,0xFEA11DBB,0xFEA11DBB,False,468,28208,5394432,2,.wsc/.csc script,0x80000000,0x80000011
475,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x79A33999\0x7F82DCA0,0x7F82DCA0,0x7F82DCA0,False,470,28456,5423104,2,.wsc/.csc script,0x80000000,0x90000012
476,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x79A33999\0xFB3D6054,0xFB3D6054,0xFB3D6054,False,470,30358,18441688,,,0x00007696,0x00000000
477,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0xDDDDA91E\0x2396FD91,0x2396FD91,0x2396FD91,False,472,27921,18383664,,,0x00006D11,0x00000000
478,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0xDDDDA91E\0xFB2B2865,0xFB2B2865,0xFB2B2865,False,472,26287,5367808,2,.wsc/.csc script,0x80000000,0x80000011
479,root\content\release64\dlc\0x22398628\system\0x148CDF44,0x148CDF44,0x148CDF44,False,295,44140,6352896,2,.wsc/.csc script,0x80000000,0x8000001F
480,root\content\release64\dlc\0x22398628\system\0x1933EFBD,0x1933EFBD,0x1933EFBD,False,295,79431,19201144,,,0x00013647,0x00000000
481,root\content\release64\dlc\0x22398628\system\0x38444A6E,0x38444A6E,0x38444A6E,False,295,25504,6262784,2,.wsc/.csc script,0x80000000,0x80000015
482,root\content\release64\dlc\0x22398628\system\0x4A00B254,0x4A00B254,0x4A00B254,False,295,19640,19308264,,,0x00004CB8,0x00000000
483,root\content\release64\dlc\0x22398628\system\designerdefined,designerdefined,0x604B6817,True,295,0,,,,0x00000000,0x00000000
484,root\content\release64\dlc\0x22398628\system\0x6EE67FA4,0x6EE67FA4,0x6EE67FA4,False,295,18559,6289408,2,.wsc/.csc script,0x80000000,0x8000000D
485,root\content\release64\dlc\0x22398628\system\0x761AD352,0x761AD352,0x761AD352,False,295,48473,19373056,,,0x0000BD59,0x00000000
486,root\content\release64\dlc\0x22398628\system\0xA95DF2DD,0xA95DF2DD,0xA95DF2DD,False,295,27680,19280576,,,0x00006C20,0x00000000
487,root\content\release64\dlc\0x22398628\system\0xAD45C199,0xAD45C199,0xAD45C199,False,295,42062,6309888,2,.wsc/.csc script,0x80000000,0x8000001B
488,root\content\release64\dlc\0x22398628\system\0xC4F6FFCE,0xC4F6FFCE,0xC4F6FFCE,False,295,45140,19327912,,,0x0000B054,0x00000000
489,root\content\release64\dlc\0x22398628\system\0xDBEEDF89,0xDBEEDF89,0xDBEEDF89,False,295,72567,6189056,2,.wsc/.csc script,0x80000000,0xC0000030
490,root\content\release64\dlc\0x22398628\system\designerdefined\ui,ui,0x1B2D32DB,True,483,0,,,,0x00000000,0x00000000
491,root\content\release64\dlc\0x22398628\system\designerdefined\player,player,0x6F0783F5,True,483,0,,,,0x00000000,0x00000000
492,root\content\release64\dlc\0x22398628\system\designerdefined\ui\0x5FE569A9,0x5FE569A9,0x5FE569A9,False,490,7875,19425416,,,0x00001EC3,0x00000000
493,root\content\release64\dlc\0x22398628\system\designerdefined\ui\0xC349054C,0xC349054C,0xC349054C,False,490,7694,6402048,2,.wsc/.csc script,0x80000000,0x80000005
494,root\content\release64\dlc\0x22398628\system\designerdefined\player\0x4FC59830,0x4FC59830,0x4FC59830,False,491,3819,6397952,2,.wsc/.csc script,0x80000000,0x80000003
495,root\content\release64\dlc\0x22398628\system\designerdefined\player\0x89C2749B,0x89C2749B,0x89C2749B,False,491,3879,19421536,,,0x00000F27,0x00000000
496,root\content\release64\dlc\0x22398628\0x93896EB6\return,return,0x1AB2E0F7,True,296,0,,,,0x00000000,0x00000000
497,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0,0x34DC08E0,0x34DC08E0,True,296,0,,,,0x00000000,0x00000000
498,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater,blackwater,0x3EC4B1F5,True,296,0,,,,0x00000000,0x00000000
499,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437,0x444FC437,0x444FC437,True,296,0,,,,0x00000000,0x00000000
500,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA,0x4E0B11BA,0x4E0B11BA,True,296,0,,,,0x00000000,0x00000000
501,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA,0x51689FCA,0x51689FCA,True,296,0,,,,0x00000000,0x00000000
502,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB,0x6766FCAB,0x6766FCAB,True,296,0,,,,0x00000000,0x00000000
503,root\content\release64\dlc\0x22398628\0x93896EB6\missing,missing,0x9491E9E4,True,296,0,,,,0x00000000,0x00000000
504,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044,0x9C250044,0x9C250044,True,296,0,,,,0x00000000,0x00000000
505,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134,0xCF662134,0xCF662134,True,296,0,,,,0x00000000,0x00000000
506,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5,0xF52DBBF5,0xF52DBBF5,True,296,0,,,,0x00000000,0x00000000
507,root\content\release64\dlc\0x22398628\0x93896EB6\false,false,0xFE25EF42,True,296,0,,,,0x00000000,0x00000000
508,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x06D951E9,0x06D951E9,0x06D951E9,False,496,15706,18983584,,,0x00003D5A,0x00000000
509,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x14F0A2BA,0x14F0A2BA,0x14F0A2BA,False,496,14044,18999296,,,0x000036DC,0x00000000
510,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x4535036B,0x4535036B,0x4535036B,False,496,15157,5965824,2,.wsc/.csc script,0x80000000,0x80000009
511,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x5D6D1575,0x5D6D1575,0x5D6D1575,False,496,13532,5982208,2,.wsc/.csc script,0x80000000,0x80000009
512,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x08D9B9A2,0x08D9B9A2,0x08D9B9A2,False,497,13040,6070272,2,.wsc/.csc script,0x80000000,0x80000009
513,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x0AD89ED4,0x0AD89ED4,0x0AD89ED4,False,497,13534,19085200,,,0x000034DE,0x00000000
514,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x0ED93702,0x0ED93702,0x0ED93702,False,497,18191,19053464,,,0x0000470F,0x00000000
515,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x1B363C03,0x1B363C03,0x1B363C03,False,497,17526,6037504,2,.wsc/.csc script,0x80000000,0x9000000A
516,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x1C654C6A,0x1C654C6A,0x1C654C6A,False,497,13534,19098736,,,0x000034DE,0x00000000
517,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x1C6D7992,0x1C6D7992,0x1C6D7992,False,497,19788,6127616,2,.wsc/.csc script,0x80000000,0x8000000D
518,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x4A3C10CF,0x4A3C10CF,0x4A3C10CF,False,497,13535,19125808,,,0x000034DF,0x00000000
519,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x5F451037,0x5F451037,0x5F451037,False,497,13041,6084608,2,.wsc/.csc script,0x80000000,0x80000009
520,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x8445DBEB,0x8445DBEB,0x8445DBEB,False,497,13045,6055936,2,.wsc/.csc script,0x80000000,0x80000009
521,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x8EB5BF51,0x8EB5BF51,0x8EB5BF51,False,497,20647,19139344,,,0x000050A7,0x00000000
522,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x9E61A2F0,0x9E61A2F0,0x9E61A2F0,False,497,13041,6113280,2,.wsc/.csc script,0x80000000,0x80000009
523,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0xC80FF3FC,0xC80FF3FC,0xC80FF3FC,False,497,13041,6098944,2,.wsc/.csc script,0x80000000,0x80000009
524,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0xDF56A1C8,0xDF56A1C8,0xDF56A1C8,False,497,13537,19071656,,,0x000034E1,0x00000000
525,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0xDFF8A0AE,0xDFF8A0AE,0xDFF8A0AE,False,497,13535,19112272,,,0x000034DF,0x00000000
526,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x11D6AB37,0x11D6AB37,0x11D6AB37,False,498,19887,5492736,2,.wsc/.csc script,0x80000000,0x8000000D
527,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x200069EC,0x200069EC,0x200069EC,False,498,20022,5451776,2,.wsc/.csc script,0x80000000,0x8000000D
528,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x3F0C3F35,0x3F0C3F35,0x3F0C3F35,False,498,20710,18513568,,,0x000050E6,0x00000000
529,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x54FCA7DE,0x54FCA7DE,0x54FCA7DE,False,498,22208,18534280,,,0x000056C0,0x00000000
530,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x6BC0ADF4,0x6BC0ADF4,0x6BC0ADF4,False,498,20885,18472048,,,0x00005195,0x00000000
531,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x74730566,0x74730566,0x74730566,False,498,20628,18492936,,,0x00005094,0x00000000
532,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x7B06746D,0x7B06746D,0x7B06746D,False,498,21209,5513216,2,.wsc/.csc script,0x80000000,0x8000000D
533,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0xABBA0E70,0xABBA0E70,0xABBA0E70,False,498,19695,5472256,2,.wsc/.csc script,0x80000000,0x8000000D
534,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0x4A6FD091,0x4A6FD091,0x4A6FD091,False,499,20675,19159992,,,0x000050C3,0x00000000
535,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0x83FFB304,0x83FFB304,0x83FFB304,False,499,20469,19180672,,,0x00004FF5,0x00000000
536,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0xA4AF4541,0xA4AF4541,0xA4AF4541,False,499,19611,6168576,2,.wsc/.csc script,0x80000000,0x8000000D
537,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0xD06C581C,0xD06C581C,0xD06C581C,False,499,19804,6148096,2,.wsc/.csc script,0x80000000,0x8000000D
538,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0x5DC27457,0x5DC27457,0x5DC27457,False,500,19020,18556496,,,0x00004A4C,0x00000000
539,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0x6DC68066,0x6DC68066,0x6DC68066,False,500,19009,5576704,2,.wsc/.csc script,0x80000000,0x8000000B
540,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0x9E99DE0B,0x9E99DE0B,0x9E99DE0B,False,500,22171,18575520,,,0x0000569B,0x00000000
541,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0xBA99F55F,0xBA99F55F,0xBA99F55F,False,500,21320,5554176,2,.wsc/.csc script,0x80000000,0x8000000D
542,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0xD60CD696,0xD60CD696,0xD60CD696,False,500,19777,18597696,,,0x00004D41,0x00000000
543,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0xD708C2DC,0xD708C2DC,0xD708C2DC,False,500,18300,5535744,2,.wsc/.csc script,0x80000000,0x8000000B
544,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0x157A269D,0x157A269D,0x157A269D,False,501,19633,19013344,,,0x00004CB1,0x00000000
545,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0xC1E0506E,0xC1E0506E,0xC1E0506E,False,501,20479,19032984,,,0x00004FFF,0x00000000
546,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0xF1AADBCE,0xF1AADBCE,0xF1AADBCE,False,501,18838,5996544,2,.wsc/.csc script,0x80000000,0x8000000B
547,root\content\release64\dlc\0x22398628\0x93896EB6\0x51689FCA\0xF9858227,0xF9858227,0xF9858227,False,501,19668,6017024,2,.wsc/.csc script,0x80000000,0x8000000D
548,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0x3DEEDFF4,0x3DEEDFF4,0x3DEEDFF4,False,502,21902,5634048,2,.wsc/.csc script,0x80000000,0x8000000D
549,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0x6EE0E737,0x6EE0E737,0x6EE0E737,False,502,22843,18653728,,,0x0000593B,0x00000000
550,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0xB6C52F0B,0xB6C52F0B,0xB6C52F0B,False,502,20614,18633112,,,0x00005086,0x00000000
551,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0xB6D08236,0xB6D08236,0xB6D08236,False,502,19782,5613568,2,.wsc/.csc script,0x80000000,0x8000000D
552,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0x0BED5511,0x0BED5511,0x0BED5511,False,503,19311,18883624,,,0x00004B6F,0x00000000
