offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
126124,0x1ECAC,83,call_candidate,call2,3,53 CD A7,-12889,113238
126127,0x1ECAF,98,branch_candidate,unconditional_jump,3,62 00 00,0,126130
126130,0x1ECB2,98,branch_candidate,unconditional_jump,3,62 00 CF,207,126340
126157,0x1ECCD,98,branch_candidate,unconditional_jump,3,62 00 B1,177,126337
126161,0x1ECD1,83,call_candidate,call2,3,53 61 C8,25032,151196
126166,0x1ECD6,83,call_candidate,call2,3,53 60 DB,24795,150964
126170,0x1ECDA,83,call_candidate,call2,3,53 60 B3,24755,150928
126184,0x1ECE8,98,branch_candidate,unconditional_jump,3,62 00 96,150,126337
126188,0x1ECEC,83,call_candidate,call2,3,53 75 42,30018,156209
126201,0x1ECF9,83,call_candidate,call2,3,53 85 C5,-31291,94913
126210,0x1ED02,83,call_candidate,call2,3,53 87 A3,-30813,95400
126220,0x1ED0C,99,branch_candidate,jump_false,3,63 00 08,8,126231
126228,0x1ED14,98,branch_candidate,unconditional_jump,3,62 00 46,70,126301
126245,0x1ED25,99,branch_candidate,jump_false,3,63 00 06,6,126254
126285,0x1ED4D,99,branch_candidate,jump_false,3,63 00 0D,13,126301
126289,0x1ED51,83,call_candidate,call2,3,53 60 B3,24755,151047
126301,0x1ED5D,98,branch_candidate,unconditional_jump,3,62 00 21,33,126337
126328,0x1ED78,83,call_candidate,call2,3,53 ED 87,-4729,121602
126331,0x1ED7B,83,call_candidate,call2,3,53 CC D8,-13096,113238
126334,0x1ED7E,98,branch_candidate,unconditional_jump,3,62 00 00,0,126337
126337,0x1ED81,98,branch_candidate,unconditional_jump,3,62 00 00,0,126340
126413,0x1EDCD,98,branch_candidate,unconditional_jump,3,62 05 35,1333,127749
126440,0x1EDE8,98,branch_candidate,unconditional_jump,3,62 00 96,150,126593
126444,0x1EDEC,83,call_candidate,call2,3,53 61 C8,25032,151479
126455,0x1EDF7,103,branch_candidate,jump_lt,3,67 00 0D,13,126471
126463,0x1EDFF,83,call_candidate,call2,3,53 A8 97,-22377,104089
126471,0x1EE07,98,branch_candidate,unconditional_jump,3,62 00 77,119,126593
126475,0x1EE0B,83,call_candidate,call2,3,53 75 42,30018,156496
126483,0x1EE13,82,call_candidate,call2,3,52 44 55,17493,143979
126489,0x1EE19,83,call_candidate,call2,3,53 74 7B,29819,156311
126495,0x1EE1F,83,call_candidate,call2,3,53 A9 AF,-22097,104401
