offset,offset_hex,length,text,population_term
18813,0x497D,11,SpawnVol_27,
18848,0x49A0,4,)?P4,
18853,0x49A5,9,)?od2)?P4,
18874,0x49BA,11,SpawnVol_28,
18909,0x49DD,4,)?P4,
18914,0x49E2,9,)?od2)?P4,
18935,0x49F7,11,SpawnVol_29,
18996,0x4A34,11,SpawnVol_30,
19034,0x4A5A,5,'z)?-,
19057,0x4A71,11,SpawnVol_31,
19092,0x4A94,4,)?P4,
19097,0x4A99,9,)?od2)?P4,
19118,0x4AAE,11,SpawnVol_32,
19179,0x4AEB,11,SpawnVol_33,
19194,0x4AFA,5,C?Z)B,
19208,0x4B08,5,)C$#=,
19214,0x4B0E,4,)?P4,
19219,0x4B13,9,)?od2)?P4,
19240,0x4B28,11,SpawnVol_34,
19275,0x4B4B,4,)?P4,
19280,0x4B50,9,)?od2)?P4,
19301,0x4B65,11,SpawnVol_35,
19336,0x4B88,4,)?P4,
19341,0x4B8D,9,)?od2)?P4,
19363,0x4BA3,11,SpawnVol_36,
19398,0x4BC6,4,)?P4,
19403,0x4BCB,9,)?od2)?P4,
19425,0x4BE1,11,SpawnVol_37,
19460,0x4C04,4,)?P4,
19465,0x4C09,9,)?od2)?P4,
19487,0x4C1F,11,SpawnVol_38,
19522,0x4C42,4,)?P4,
19527,0x4C47,9,)?od2)?P4,
19549,0x4C5D,11,SpawnVol_39,
19584,0x4C80,4,)?(`,
19594,0x4C8A,4,)?(`,
19611,0x4C9B,11,SpawnVol_40,
19646,0x4CBE,4,)?P4,
19651,0x4CC3,9,)?od2)?P4,
19673,0x4CD9,11,SpawnVol_41,
19708,0x4CFC,4,)?P4,
19713,0x4D01,9,)?od2)?P4,
19735,0x4D17,11,SpawnVol_42,
19750,0x4D26,5,Vsz)B,
19770,0x4D3A,4,)?P4,
19775,0x4D3F,9,)?od2)?P4,
19797,0x4D55,11,SpawnVol_43,
19832,0x4D78,4,)?P4,
19837,0x4D7D,9,)?od2)?P4,
19859,0x4D93,11,SpawnVol_44,
19894,0x4DB6,4,)?P4,
19899,0x4DBB,9,)?od2)?P4,
19921,0x4DD1,11,SpawnVol_45,
19956,0x4DF4,4,)?P4,
19961,0x4DF9,9,)?od2)?P4,
19983,0x4E0F,11,SpawnVol_46,
19998,0x4E1E,5,\rO)B,
20018,0x4E32,4,)?P4,
20023,0x4E37,9,)?od2)?P4,
20045,0x4E4D,11,SpawnVol_47,
20080,0x4E70,4,)?P4,
20085,0x4E75,9,)?od2)?P4,
20107,0x4E8B,11,SpawnVol_48,
20142,0x4EAE,4,)?P4,
20147,0x4EB3,9,)?od2)?P4,
20169,0x4EC9,11,SpawnVol_49,
20208,0x4EF0,4,=)?C,
20231,0x4F07,11,SpawnVol_50,
20260,0x4F24,4,")CF""",
20270,0x4F2E,4,=)?C,
